time,geography,geography_name,school_id,school_name,district,school_type,pct_medical_exemptions,pct_immunized_polio,pct_immunized_measles,pct_immunized_mumps,pct_immunized_rubella,pct_immunized_diphtheria,pct_immunized_hepatitis_b,pct_immunized_varicella,pct_immunized_tdap,pct_immunized_meningococcal,pct_completely_immunized
12-31-2021,36059,Nassau County,280522030008,HOWITT J H S,FARMINGDALE UNION FREE SCHOOL,Public School,0,99.8,100,100,100,100,100,99.9,100,100,100
12-31-2022,36047,Kings County,331500126058,ST JOSEPH THE WORKER CATHOLIC ACADEMY,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36111,Ulster County,621201060002,PHOENICIA ELEM SCHOOL,ONTEORA CENTRAL SCHOOL,Public School,0,97.6,98,98,98,98,100,97.6,NA,NA,96
12-31-2021,36055,Monroe County,260801166610,BISHOP KEARNEY HS,NA,Private School,1,99.5,100,100,100,100,99,99.2,100,100,98
12-31-2021,36053,Madison County,250701040002,HAMILTON ES,HAMILTON CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,99.6,NA,NA,100
12-31-2020,36047,Kings County,332000226385,MOSDOS SATMAR BP - 15TH AVE,NA,Private School,5,95.3,95,95,95,96,94,94.1,96,97,93
12-31-2023,36019,Clinton County,90301060006,BEEKMANTOWN H S,BEEKMANTOWN CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36085,Richmond County,353100145441,ST TERESA SCHOOL,NA,Private School,0,98.7,99,99,99,99,99,98.7,100,100,98
12-31-2022,36095,Schoharie County,540901040000,JEFFERSON CSD,JEFFERSON CSD,School District,0,100,99,99,99,99,100,99.3,98,94,95
12-31-2021,36029,Erie County,142601030000,KENMORE-TONAWANDA UFSD,KENMORE-TONAWANDA UFSD,School District,0,99.9,100,100,100,100,100,99.8,100,100,99
12-31-2021,36067,Onondaga County,420101060003,STONEHEDGE SCHOOL,WEST GENESEE CSD AT CAMILLUS,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2022,36037,Genesee County,181302040002,PEMBROKE J S H S,PEMBROKE CENTRAL SCHOOL,Public School,0,99.9,100,100,100,100,100,100,100,99,99
12-31-2023,36029,Erie County,140707030004,DEPEW MS,DEPEW UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,99,100,99
12-31-2022,36119,Westchester County,660701996248,FRENCH-AMERICAN SCHOOL-2 (MIDDLE SCHOOL),NA,Private School,0,100,100,100,100,100,100,100,97,89,92
12-31-2023,36075,Oswego County,460701040001,DENNIS M. KENNEY MIDDLE SCHOOLQ,HANNIBAL CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2022,36055,Monroe County,262001040004,T J CONNOR ELEM SCHOOL,WHEATLAND CHILI CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,99.7,NA,NA,100
12-31-2020,36029,Erie County,140600861072,CHARTER SCHOOL OF INQUIRY,NA,Private School,0,100,100,100,100,100,100,100,94,NA,99
12-31-2020,36047,Kings County,332000226380,CONGREGATION MACHNA SHALVA II,NA,Private School,0,98.6,100,100,100,99,100,95.39999999999999,NA,NA,95
12-31-2021,36029,Erie County,140707030000,DEPEW UNION FREE SCHOOL,DEPEW UNION FREE SCHOOL,School District,0,99.8,100,100,100,100,100,99.8,100,100,100
12-31-2022,36107,Tioga County,600801040003,SPENCER VAN ETTEN ELEMENTARY SCHOOL,SPENCER VAN ETTEN CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,99.6,NA,NA,99
12-31-2024,36103,Suffolk County,580501808982,BAY SHORE CHRISTIAN SCHOOL,0.0,Private School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2020,36081,Queens County,342700227924,TORAH ACAD FOR GIRLS-ELEMENTARY,NA,Private School,0,98.2,99,99,99,98,100,98.7,89,95,94
12-31-2023,36029,Erie County,142601030006,C A LINDBERGH ELEM SCHOOL,KENMORE-TONAWANDA UFSD,Public School,0,99.6,100,100,100,100,100,100,NA,NA,100
12-31-2022,36013,Chautauqua County,62601659167,PLEASANT VALLEY SCHOOL,NA,Private School,0,99.9,40,40,40,48,56.00000000000001,32,25,0,28.000000000000004
12-31-2022,36029,Erie County,140709030001,THEODORE ROOSEVELT SCHOOL,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36025,Delaware County,121601060002,SIDNEY ES,SIDNEY CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,99.63,99,NA,100
12-31-2023,36007,Broome County,31501187966,SETON CATHOLIC AT ALL SAINTS,NA,Private School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2021,36007,Broome County,31601060028,VESTAL HILLS ES,VESTAL CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2020,36103,Suffolk County,580209020003,FRANK J CARASITI ELEM SCHOOL,ROCKY POINT UNION FREE SCHOOL,Public School,1,98.3,99,99,99,98,99,98.5,NA,NA,98
12-31-2023,36081,Queens County,342700127164,ST HELEN CATHOLIC ACADEMY,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2021,36039,Greene County,190701040000,GREENVILLE CENTRAL SCHOOL,GREENVILLE CENTRAL SCHOOL,School District,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36103,Suffolk County,580801177172,ST PATRICKS SCHOOL,NA,Private School,0,98.2,99,99,99,98,99,98.5,100,100,98
12-31-2020,36059,Nassau County,280209030006,JOHN W DODD MIDDLE SCHOOL,FREEPORT UNION FREE SCHOOL,Public School,0,99.1,99,99,100,99,99,98.8,99,100,98
12-31-2023,36029,Erie County,140203060009,HEIM MS,WILLIAMSVILLE CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,99.8,99,100,99
12-31-2022,36005,Bronx County,320800145411,PRESTON H S,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36059,Nassau County,280218175551,ST ANNES SCHOOL,0.0,Private School,0,99.74,100,100,100,100,100,99.74,100,100,100
12-31-2023,36001,Albany County,10100010030,WM S HACKETT MIDDLE SCHOOL,ALBANY CITY SCHOOL,Public School,0,100,100,100,100,100,100,99.9,100,99,99
12-31-2021,36059,Nassau County,280515030002,GEORGE A JACKSON SCHOOL,JERICHO UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2022,36029,Erie County,140600010006,PS 6 BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY,BUFFALO CITY SCHOOLS,Public School,0,99.8,100,100,100,100,100,99.8,95,99,98
12-31-2022,36065,Oneida County,412300010005,COLUMBUS SCHOOL,UTICA CITY SCHOOLS,Public School,0,97.1,99,99,99,99,99,99.1,99,NA,98
12-31-2022,36091,Saratoga County,521301115711,ST MARYS SCHOOL,NA,Private School,0,100,100,100,100,96,100,99.1,NA,NA,96
12-31-2020,36055,Monroe County,2.691e+11,MONROE BOCES-FORMAN FAIRPORT ATTN: DIANE LEVIN,NA,BOCES School,2,97.89999999999999,98,98,98,99,99,97.89999999999999,98,98,97
12-31-2021,36103,Suffolk County,580232030014,WILLIAM FLOYD LEARNING CENTER,WILLIAM FLOYD UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2021,36059,Nassau County,280407030013,GREAT NECK SOUTH J H S,GREAT NECK UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,98,100,100,98
12-31-2020,36043,Herkimer County,211901020000,TOWN OF WEBB UNION FREE SCHOOL,TOWN OF WEBB UNION FREE SCHOOL,School District,2,99.6,99,99,99,98,99,99.2,100,100,98
12-31-2020,36055,Monroe County,261501060004,CHURCHVILLE CHILI S H S,CHURCHVILLE CHILI CENTRAL SCHOOL,Public School,0,99.9,100,100,100,100,100,99.7,100,100,67
12-31-2021,36071,Orange County,441301808513,HARMONY CHRISTIAN SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36043,Herkimer County,211901020001,TOWN OF WEBB SCHOOL,TOWN OF WEBB UNION FREE SCHOOL,Public School,2,99.6,99,99,99,98,99,99.2,100,100,98
12-31-2021,36119,Westchester County,660405030001,ARDSLEY H S,ARDSLEY UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2022,36087,Rockland County,500402060000,EAST RAMAPO CENTRAL SCHOOL,EAST RAMAPO CENTRAL SCHOOL,School District,0,99.8,96,96,96,94,95,94.69999999999999,94,94,92
12-31-2022,36023,Cortland County,110701060006,HOMER JHS,HOMER CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36103,Suffolk County,580913080000,TUCKAHOE COM SCH-SOUTHAMPTON,TUCKAHOE COM SCH-SOUTHAMPTON,School District,1,99.6,99,99,99,100,100,99.2,98,98,98
12-31-2021,36059,Nassau County,280522030004,NORTHSIDE ELEM SCHOOL,FARMINGDALE UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2022,36055,Monroe County,261401060009,THORNELL ROAD SCHOOL,PITTSFORD CENTRAL SCHOOL,Public School,0,99.7,100,100,100,100,100,100,NA,NA,100
12-31-2020,36067,Onondaga County,420411999490,MONTESSORI SCHOOL OF SYRACUSE,NA,Private School,0,98.8,99,99,99,99,100,100,100,NA,98
12-31-2020,36007,Broome County,30200010014,WOODROW WILSON SCHOOL,BINGHAMTON CITY SCHOOL,Public School,0,99.4,99,99,99,99,99,100,NA,NA,99
12-31-2022,36055,Monroe County,260803060009,COLEBROOK SCHOOL,WEST IRONDEQUOIT CENTRAL SCHOOL,Public School,0,95.3,100,100,100,100,100,100,NA,NA,100
12-31-2021,36113,Warren County,630300010006,GLENS FALLS MIDDLE,GLENS FALLS CITY SCHOOLS,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36065,Oneida County,412902060005,DEERFIELD ELEM SCHOOL,WHITESBORO CENTRAL SCHOOL,Public School,0,97.7,100,100,100,100,100,100,NA,NA,98
12-31-2021,36067,Onondaga County,420601040003,FABIUS JSHS,FABIUS-POMPEY CENTRAL SCHOOL,Public School,0,99.8,100,100,100,100,100,99.8,100,100,100
12-31-2024,36119,Westchester County,662300010004,MONTESSORI SCHOOL 31,YONKERS CITY SCHOOLS,Public School,0,99.44,86,86,86,99,100,86.24000000000001,92,NA,99
12-31-2022,36103,Suffolk County,580912060001,EASTPORT SOUTH MANOR JR/SR HS,EASTPORT SOUTH MANOR CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,99.8,100,100,100
12-31-2022,36029,Erie County,140600136362,BISHOP TIMON - ST. JUDE HIGH SCHOOL,NA,Private School,0,99.7,100,100,100,100,100,100,100,100,100
12-31-2023,36087,Rockland County,500402226276,BAIS BINYOMIN ACADEMY,NA,Private School,0,100,100,100,100,100,98,98.3,97,97,93
12-31-2021,36005,Bronx County,320800145231,ST BENEDICT SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36093,Schenectady County,530600010013,PAIGE ELEM SCHOOL,SCHENECTADY CITY SCHOOLS,Public School,0,100,100,100,100,100,100,99.79,NA,NA,100
12-31-2021,36029,Erie County,141604060008,FRONTIER SHS,FRONTIER CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36061,New York County,310000010000,MANHATTAN DISTRICT - NEW YORK,MANHATTAN - NEW YORK,School District,0,96.07,97,98,98,95,97,96.85000000000001,97,97,93
12-31-2023,36119,Westchester County,661401226398,YESHIVA KEHILATH YAKOV (ILLINGTON RD),NA,Private School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2021,36045,Jefferson County,222201060006,WEST CARTHAGE ELEM SCHOOL,CARTHAGE CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2022,36007,Broome County,31701060007,WINDSOR SHS,WINDSOR CENTRAL SCHOOL,Public School,0,99.9,100,100,100,100,100,100,100,100,100
12-31-2022,36119,Westchester County,662300010007,FOXFIRE SCHOOL,YONKERS CITY SCHOOLS,Public School,0,100,100,100,100,99,100,99.2,92,93,94
12-31-2021,36029,Erie County,141501060005,GRAND ISLAND MIDDLE SCHOOL,GRAND ISLAND CENTRAL SCHOOL,Public School,1,99.1,99,99,99,100,100,98.8,100,100,97
12-31-2021,36029,Erie County,140207060005,SWEET HOME MIDDLE SCHOOL,SWEET HOME CENTRAL SCHOOL,Public School,0,99.7,100,100,100,100,100,100,99,99,97
12-31-2021,36009,Cattaraugus County,43001659295,PLEASANT VIEW SCHOOL,NA,Private School,0,0,0,0,0,0,0,0,0,0,0
12-31-2024,36033,Franklin County,161401060002,SARANAC LAKE S H S (and JHS for lead reporting),SARANAC LAKE CENTRAL SCHOOL,Public School,0,100,100,100,100,NA,100,100,100,100,99
12-31-2021,36119,Westchester County,660407060001,LEE JACKSON SCHOOL,GREENBURGH CENTRAL SCHOOL,Public School,0,99.6,100,100,100,100,100,100,NA,NA,100
12-31-2020,36047,Kings County,332100227684,YESHIVA OF FLATBUSH ELEM SCH,NA,Private School,0,100,100,100,100,100,100,99.9,100,100,100
12-31-2022,36059,Nassau County,280230020001,CLEARSTREAM AVENUE SCHOOL,VALLEY STR HEMP 30 U F S,Public School,0,100,100,100,100,100,100,99.7,100,NA,100
12-31-2020,36117,Wayne County,650101060000,NEWARK CENTRAL SCHOOL,NEWARK CENTRAL SCHOOL,School District,0,99.9,100,100,100,100,100,99.9,97,100,98
12-31-2024,36065,Oneida County,412300010018,KERNAN SCHOOL,UTICA CITY SCHOOLS,Public School,0,99.17,100,100,100,99,100,99.5,99,NA,98
12-31-2023,36093,Schenectady County,530600010010,HOWE SCHOOL,SCHENECTADY CITY SCHOOLS,Public School,0,100,100,100,100,100,100,99.7,NA,NA,100
12-31-2023,36087,Rockland County,500402227589,YESHIVA AHAVATH ISRAEL-BNOS VISNITZ (BOYS),NA,Private School,0,84.1,87,87,87,83,95,83.89999999999999,60,45,57.99999999999999
12-31-2020,36081,Queens County,342900996318,HELPING HAND ACADEMY I,NA,Private School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2020,36067,Onondaga County,421800860845,SOUTHSIDE ACADEMY CHARTER SCHOOL,NA,Private School,0,99.8,100,100,100,100,100,99.8,100,99,100
12-31-2024,36047,Kings County,331400996235,WILLIAMSBURG MONTESSORI,0.0,Private School,0,100,91,91,91,100,100,90.68,NA,NA,100
12-31-2021,36059,Nassau County,280215227128,HAFTR ELEMENTARY SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2020,36021,Columbia County,101401040007,ICHABOD CRANE ELEMENTARY SCHOOL,KINDERHOOK CENTRAL SCHOOL,Public School,0,99.6,100,100,100,100,100,99.6,NA,NA,100
12-31-2020,36103,Suffolk County,580203020008,COMSEWOGUE S H S,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL,Public School,0,98.8,100,100,100,99,99,99.8,100,100,98
12-31-2021,36061,New York County,310200995508,REBECCA SCHOOL,NA,Private School,1,99.1,97,97,98,97,99,97.39999999999999,96,93,94
12-31-2023,36055,Monroe County,261600010054,SCHOOL 54 FLOWER CITY SCHOOL (THE),ROCHESTER CITY SCHOOLS,Public School,0,99.6,100,100,100,100,100,99.6,98,NA,99
12-31-2020,36105,Sullivan County,590501060003,BENJAMIN COSOR ELEM SCHOOL,FALLSBURGH CENTRAL SCHOOL,Public School,0,96.5,96,96,96,96,96,96.5,92,NA,96
12-31-2021,36091,Saratoga County,521301060001,BALLSTON SPA S H S,BALLSTON SPA CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36067,Onondaga County,420303060007,ROXBORO ROAD ELEM SCHOOL,NORTH SYRACUSE CENTRAL SCHOOL,Public School,0,99.8,100,100,100,100,100,99.8,NA,NA,100
12-31-2023,36071,Orange County,442111020002,GREENWOOD LAKE ELEMENTARY SCHOOL,GREENWOOD LAKE UNION FREE SCHOOL,Public School,1,99.4,99,99,99,99,100,99.4,NA,NA,98
12-31-2021,36091,Saratoga County,521800999102,WALDORF SCHOOL OF SARATOGA SPRINGS,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2022,36119,Westchester County,661201060007,H C CRITTENDEN MIDDLE SCHOOL,BYRAM HILLS CENTRAL SCHOOL,Public School,0,98.9,100,100,100,100,100,100,100,100,100
12-31-2023,36111,Ulster County,621801060001,LEPTONDALE ELEM SCHOOL,WALLKILL CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,99.8,93,NA,98
12-31-2022,36067,Onondaga County,421902040000,TULLY CENTRAL SCHOOL,TULLY CENTRAL SCHOOL,School District,0,100,93,93,93,93,93,93.30000000000001,98,99,92
12-31-2021,36111,Ulster County,621601060007,SAUGERTIES SR. HS,SAUGERTIES CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36071,Orange County,441101040001,MINISINK VALLEY H S,MINISINK VALLEY CENTRAL SCHOOL,Public School,0,99.8,100,100,100,100,100,99.9,100,100,99
12-31-2024,36013,Chautauqua County,61601040001,PANAMA JSHS,PANAMA CENTRAL SCHOOL,Public School,1,100,100,100,100,NA,100,100,99,98,98
12-31-2021,36055,Monroe County,261300000003,MONROE #1 BOCES/BIRD/MORGAN  SCHOOL,NA,BOCES School,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36059,Nassau County,280207020004,REINHARD EARLY CHLDHD CTR,BELLMORE UNION FREE SCHOOL,Public School,0,99.5,100,100,100,100,100,99.8,NA,NA,100
12-31-2023,36085,Richmond County,353100145441,ST TERESA ST RITA STREAM ACADEMY,NA,Private School,0,99.2,99,99,99,99,100,99.6,98,100,98
12-31-2020,36081,Queens County,343000125932,IMMACULATE CONCEPTION SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36101,Steuben County,570302060000,BATH CENTRAL SCHOOL,BATH CENTRAL SCHOOL,School District,0,99.9,100,100,100,100,100,99.8,99,100,99
12-31-2021,36067,Onondaga County,421504020001,LYNCOURT SCHOOL,LYNCOURT UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36047,Kings County,332000718760,DIMITRIOS & GEORGIA KALOIDIS PAROCHIAL SCHOOL,NA,Private School,0,100,100,100,100,98,99,99.1,100,100,98
12-31-2023,36031,Essex County,151701040001,WILLSBORO CENTRAL SCHOOL,WILLSBORO CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,99,99,100
12-31-2021,36071,Orange County,440201020000,CHESTER UNION FREE SCHOOL,CHESTER UNION FREE SCHOOL,School District,0,99.9,100,100,100,100,100,99.9,100,100,100
12-31-2022,36075,Oswego County,460500010001,FAIRGRIEVE SCHOOL,FULTON CITY SCHOOLS,Public School,0,100,100,100,100,100,100,99.5,100,NA,99
12-31-2021,36045,Jefferson County,220701040004,THOUSAND ISLANDS MIDDLE SCHOOL,THOUSAND ISLANDS CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36061,New York County,310300226209,GAN ALIYA,0.0,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36059,Nassau County,280204020003,NEWBRIDGE ROAD SCHOOL,NORTH BELLMORE U F S,Public School,0,100,100,100,100,100,100,99.7,100,NA,100
12-31-2024,36077,Otsego County,470501040001,EDMESTON CENTRAL SCHOOL,EDMESTON CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2021,36061,New York County,310300996488,MANHATTAN STAR ACDEMY- UPPER SCHOOL,NA,Private School,3,98.4,97,97,97,98,98,96.8,100,100,97
12-31-2022,36047,Kings County,332200126077,ST MARK SCHOOL,NA,Private School,0,99.9,100,100,100,100,100,100,99,100,88
12-31-2021,36067,Onondaga County,420601040001,FABIUS-POMPEY ELEMENTARY SCHOOL,FABIUS-POMPEY CENTRAL SCHOOL,Public School,0,99.8,100,100,100,100,100,99.8,100,100,100
12-31-2021,36059,Nassau County,280214030006,WOODMERE MIDDLE SCHOOL,HEWLETT WOODMERE PUBLIC SCHOOLS,Public School,0,100,100,100,100,100,100,100,99,99,99
12-31-2020,36119,Westchester County,660401996449,HACKLEY SCHOOL,NA,Private School,0,99.8,100,100,100,100,100,99.9,100,100,99
12-31-2024,36103,Suffolk County,580105030002,GREAT NECK ROAD ELEM SCHOOL,COPIAGUE UNION FREE SCHOOL,Public School,0,99.78,100,100,100,100,100,99.55000000000001,NA,NA,99
12-31-2021,36119,Westchester County,660410020003,ZICCOLELLA MIDDLE SCHOOL,GREENBURGH-GRAHAM U F S,Public School,0,100,100,100,100,100,100,100,100,78,78
12-31-2024,36009,Cattaraugus County,42901040001,PORTVILLE ES,PORTVILLE CENTRAL SCHOOL,Public School,0,99.62,100,100,100,100,100,100,100,NA,99
12-31-2022,36029,Erie County,141800137227,BAKER HALL SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2021,36071,Orange County,441301060004,VALLEY CENTRAL S H S,VALLEY CENT SCH-MONTGOMERY,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36073,Orleans County,450801809551,ORLEANS COUNTY CHRISTIAN SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36111,Ulster County,621101060002,LENAPE ELEMENTARY SCHOOL,NEW PALTZ CENTRAL SCHOOL,Public School,0,99.5,100,100,100,100,100,100,NA,NA,100
12-31-2020,36017,Chenango County,80601040001,GREENE PRIMARY SCHOOL,GREENE CENTRAL SCHOOL,Public School,0,99.1,100,100,100,100,100,100,NA,NA,99
12-31-2022,36063,Niagara County,400301137225,SACRED HEART VILLA SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2023,36055,Monroe County,261401060002,JEFFERSON ROAD SCHOOL,PITTSFORD CENTRAL SCHOOL,Public School,0,99.8,100,100,100,100,100,100,NA,NA,100
12-31-2022,36083,Rensselaer County,491302060005,WEST SAND LAKE ES,AVERILL PARK CENTRAL SCHOOL,Public School,0,99.8,100,100,100,100,100,99.7,NA,NA,100
12-31-2020,36089,St. Lawrence County,510401040000,CLIFTON FINE CENTRAL SCHOOL DISTRICT,CLIFTON FINE CENTRAL SCHOOL,School District,0,99.7,99,99,99,100,100,99.3,99,99,99
12-31-2020,36119,Westchester County,660101030001,INCREASE MILLER ELEM SCHOOL,KATONAH LEWISBORO U F S,Public School,0,99.1,100,100,100,99,99,99.6,NA,NA,99
12-31-2023,36123,Yates County,680601659800,CREEKSIDE SCHOOL,NA,Private School,0,52.2,52,52,61,48,52,52.2,14.000000000000002,25,44
12-31-2023,36059,Nassau County,280210030001,BROOKSIDE ELEM SCHOOL,BALDWIN UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2023,36011,Cayuga County,5.9e+10,CAYUGA-ONONDAGA BOCES,NA,BOCES School,0,100,100,100,100,100,100,100,100,100,100
12-31-2022,36059,Nassau County,280205030013,JONAS E SALK J H S,LEVITTOWN UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,99,100,99
12-31-2020,36123,Yates County,680601659893,STONY RIDGE,NA,Private School,0,77.8,89,89,100,89,72,50,83,80,39
12-31-2023,36119,Westchester County,660501060005,PURCHASE SCHOOL,HARRISON CENTRAL SCHOOL,Public School,0,99.7,100,100,100,100,100,99.7,NA,NA,100
12-31-2020,36091,Saratoga County,521800010010,SARATOGA SPRINGS H S,SARATOGA SPRINGS CITY SCHOOLS,Public School,0,99.8,100,100,100,100,100,100,100,100,100
12-31-2021,36103,Suffolk County,580509030000,WEST ISLIP UNION FREE SCHOOL,WEST ISLIP UNION FREE SCHOOL,School District,0,99.8,100,100,100,100,100,99.9,100,100,100
12-31-2022,36087,Rockland County,500308030010,FRANKLIN AVENUE SCHOOL,PEARL RIVER UNION FREE SCHOOL,Public School,0,99.8,100,100,100,100,100,99.6,NA,NA,100
12-31-2022,36071,Orange County,442101060007,SANFORDVILLE SCHOOL,WARWICK VALLEY CENTRAL SCHOOL,Public School,0,99.7,99,99,99,99,100,99.4,NA,NA,99
12-31-2024,36063,Niagara County,400900010011,NORTH TONAWANDA HIGH SCHOOL,NORTH TONAWANDA CITY SCHOOLS,Public School,0,99.79,100,100,100,NA,100,99.9,100,98,97
12-31-2023,36007,Broome County,31502060003,JOHNSON CITY ELEMENTARY/PRIMARY SCHOOL,JOHNSON CITY CENTRAL SCHOOL,Public School,0,99,100,100,100,99,99,98.7,NA,NA,98
12-31-2022,36059,Nassau County,280518175603,MARIA REGINA SCHOOL,NA,Private School,0,100,99,99,99,96,100,99.4,100,87,93
12-31-2020,36085,Richmond County,353100629737,MIRAJ ISLAMIC SCHOOL,NA,Private School,0,99.1,100,100,100,99,100,99.1,96,96,96
12-31-2022,36111,Ulster County,621801060006,WALKILL MIDDLE SCHOOL,WALLKILL CENTRAL SCHOOL,Public School,0,96.2,100,100,100,100,100,99.6,99,99,96
12-31-2022,36039,Greene County,190401060008,CATSKILL ELEMENTARY SCHOOL,CATSKILL CENTRAL SCHOOL,Public School,0,100,99,99,99,100,100,99.8,NA,NA,99
12-31-2022,36067,Onondaga County,421800010052,DR EDWIN E WEEKS SCHOOL,SYRACUSE CITY SCHOOLS,Public School,0,100,100,100,100,99,100,99,NA,NA,98
12-31-2022,36059,Nassau County,280210030007,PLAZA ELEM SCHOOL,BALDWIN UNION FREE SCHOOL,Public School,0,99.8,100,100,100,100,100,99.6,NA,NA,100
12-31-2021,36055,Monroe County,261600165998,NATIVITY PREP SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36119,Westchester County,662300145095,ANNUNCIATION SCHOOL,NA,Private School,0,99.5,100,100,100,100,100,99.5,99,99,99
12-31-2021,36055,Monroe County,260401994567,ARCHANGEL SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2022,36047,Kings County,332100226924,MAGEN DAVID YESH-ISAAC SHLM E,NA,Private School,0,100,100,100,100,100,100,99.9,100,99,99
12-31-2021,36005,Bronx County,321100145412,ST RAYMOND H S-BOYS,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2021,36059,Nassau County,280229020000,NORTH MERRICK U F S,NORTH MERRICK U F S,School District,0,100,100,100,100,100,100,99.8,100,NA,100
12-31-2023,36059,Nassau County,280502996119,FUSION ACADEMY - WOODBURY,NA,Private School,0,98.5,98,98,98,98,97,98.5,92,96,89
12-31-2020,36083,Rensselaer County,490601060009,RENSSELAER PARK ELEM SCHOOL,LANSINGBURGH CENT SCH AT TROY,Public School,0,99.6,100,100,100,100,100,99.8,NA,NA,100
12-31-2020,36053,Madison County,250701040002,HAMILTON ES,HAMILTON CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2023,36119,Westchester County,661601030005,PELHAM MEMORIAL S H S,PELHAM UNION FREE SCHOOL,Public School,4,99.4,100,100,100,99,99,97.2,100,100,96
12-31-2021,36081,Queens County,342500125954,ST MELS SCHOOL,NA,Private School,0,98,100,100,100,98,100,98,NA,NA,98
12-31-2023,36119,Westchester County,660900010002,EDWARD WILLIAMS,MOUNT VERNON CITY SCHOOLS,Public School,0,98.8,100,100,100,100,100,99.5,92,96,95
12-31-2020,36107,Tioga County,600903040001,TIOGA S H S,TIOGA CENTRAL SCHOOL,Public School,0,100,100,100,100,99,100,100,100,100,99
12-31-2020,36001,Albany County,10402060008,RAVENA MS,RAVENA COEYMANS SELKIRK CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36087,Rockland County,500402060001,FLEETWOOD ELEM SCHOOL,EAST RAMAPO CENTRAL SCHOOL,Public School,0,92.5,96,96,96,92,96,95.1,NA,NA,90
