time,county,geography_name,school_name,district,school_type,grade,n_students,n_complete,pct_complete,n_provisional,n_incomplete,n_waiver_total,pct_waiver_total,n_waiver_medical,pct_waiver_medical,n_waiver_religious,pct_waiver_religious,n_waiver_philosophical,pct_waiver_philosophical,geography,state
12-31-2023,Ingham,Ingham County,Cole Academy,Cole Academy,Pub,Kindergarten,22.00,20.00,90.90,0.00,1.00,1.00,4.50,0.00,0.00,0.00,0.00,1.00,4.50,26065,MI
12-31-2023,Macomb,Macomb County,Francis A. Higgins Elem. School,L'Anse Creuse Public Schools,Pub,Kindergarten,90.00,83.00,92.20,0.00,0.00,7.00,7.80,0.00,0.00,6.00,6.70,1.00,1.10,26099,MI
12-31-2023,Oakland,Oakland County,Gretchko Elementary School,West Bloomfield School District,Pub,Kindergarten,108.00,96.00,88.90,0.00,1.00,11.00,10.20,1.00,0.90,4.00,3.70,6.00,5.60,26125,MI
12-31-2023,Oakland,Oakland County,AGBU Alex-Marie Manoogian School,AGBU Alex-Marie Manoogian School,Pub,Kindergarten,25.00,22.00,88.00,0.00,0.00,3.00,12.00,0.00,0.00,2.00,8.00,1.00,4.00,26125,MI
12-31-2023,Oakland,Oakland County,Bloomfield Maples Montessori,West Bloomfield School District,Priv,Kindergarten,6.00,6.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26125,MI
12-31-2023,Isabella,Isabella County,Renaissance Pub Sch Academy,Renaissance Public School Academy,Pub,Kindergarten,48.00,44.00,91.70,1.00,0.00,3.00,6.30,1.00,2.10,1.00,2.10,1.00,2.10,26073,MI
12-31-2023,Eaton,Eaton County,Willow Ridge Elementary School,Grand Ledge Public Schools,Pub,Kindergarten,118.00,109.00,92.40,0.00,4.00,5.00,4.20,0.00,0.00,1.00,0.80,4.00,3.40,26045,MI
12-31-2023,Washtenaw,Washtenaw County,Summers Knoll School,Ann Arbor Public Schools,Priv,Kindergarten,8.00,8.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26161,MI
12-31-2023,Kent,Kent County,Grand Rapids Montessori Academy,Grand Rapids Public Schools,Pub,Kindergarten,42.00,38.00,90.50,0.00,0.00,4.00,9.50,0.00,0.00,2.00,4.80,2.00,4.80,26081,MI
12-31-2023,Ingham,Ingham County,Greater Lansing Islamic School,East Lansing School District,Priv,Kindergarten,21.00,18.00,85.70,1.00,0.00,2.00,9.50,0.00,0.00,2.00,9.50,0.00,0.00,26065,MI
12-31-2023,Kent,Kent County,Cedar Trails Elementary School,Cedar Springs Public Schools,Pub,Kindergarten,204.00,195.00,95.60,2.00,1.00,6.00,2.90,0.00,0.00,5.00,2.50,1.00,0.50,26081,MI
12-31-2023,Oakland,Oakland County,Pontiac Academy for Excellence,Pontiac Academy of Excellence,Pub,Kindergarten,44.00,41.00,93.20,0.00,1.00,2.00,4.50,1.00,2.30,1.00,2.30,0.00,0.00,26125,MI
12-31-2023,Macomb,Macomb County,Beck Centennial Elem. School,Utica Community Schools,Pub,Kindergarten,73.00,63.00,86.30,2.00,2.00,6.00,8.20,1.00,1.40,1.00,1.40,4.00,5.50,26099,MI
12-31-2023,Newaygo,Newaygo County,Pathfinder Elementary School,Fremont Public School District,Pub,Kindergarten,150.00,126.00,84.00,0.00,6.00,18.00,12.00,2.00,1.30,8.00,5.30,8.00,5.30,26123,MI
12-31-2023,Kent,Kent County,Walker Charter Academy,Walker Charter Academy,Pub,Kindergarten,77.00,69.00,89.60,0.00,2.00,6.00,7.80,0.00,0.00,3.00,3.90,3.00,3.90,26081,MI
12-31-2023,Emmet,Emmet County,Petoskey Montessori Elem. School,Public Schools of Petoskey,Pub,Kindergarten,6.00,6.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26047,MI
12-31-2023,Marquette,Marquette County,Aspen Ridge Elementary School,N.I.C.E. Community Schools,Pub,Kindergarten,71.00,68.00,95.80,0.00,1.00,2.00,2.80,0.00,0.00,1.00,1.40,1.00,1.40,26103,MI
12-31-2023,Washtenaw,Washtenaw County,Woodland Meadows Elementary School,Saline Area Schools,Pub,Kindergarten,101.00,97.00,96.00,0.00,0.00,4.00,4.00,0.00,0.00,1.00,1.00,3.00,3.00,26161,MI
12-31-2023,Mecosta,Mecosta County,Crossroads Charter Academy K-5,Crossroads Charter Academy,Pub,Kindergarten,19.00,17.00,89.50,0.00,1.00,1.00,5.30,0.00,0.00,0.00,0.00,1.00,5.30,26107,MI
12-31-2023,Hillsdale,Hillsdale County,Will Carleton Academy,Will Carleton Academy,Pub,Kindergarten,24.00,22.00,91.70,0.00,0.00,2.00,8.30,0.00,0.00,1.00,4.20,1.00,4.20,26059,MI
12-31-2023,Macomb,Macomb County,Francois Maconce Elem. School,Anchor Bay School District,Pub,Kindergarten,35.00,30.00,85.70,0.00,2.00,3.00,8.60,0.00,0.00,3.00,8.60,0.00,0.00,26099,MI
12-31-2023,Livingston,Livingston County,Voyager Elementary School,Howell Public Schools,Pub,Kindergarten,93.00,81.00,87.10,0.00,1.00,11.00,11.80,1.00,1.10,5.00,5.40,5.00,5.40,26093,MI
12-31-2023,Oakland,Oakland County,Lakeville Elementary School,Oxford Area Community Schools,Pub,Kindergarten,79.00,72.00,91.10,0.00,0.00,7.00,8.90,0.00,0.00,5.00,6.30,2.00,2.50,26125,MI
12-31-2023,Kent,Kent County,Creative Technologies Academy,Creative Technologies Academy,Pub,Kindergarten,17.00,16.00,94.10,0.00,0.00,1.00,5.90,0.00,0.00,1.00,5.90,0.00,0.00,26081,MI
12-31-2023,Oakland,Oakland County,Woodland Elementary School,Avondale School District,Pub,Kindergarten,74.00,68.00,91.90,0.00,2.00,4.00,5.40,0.00,0.00,2.00,2.70,2.00,2.70,26125,MI
12-31-2023,Washtenaw,Washtenaw County,Christian Montessori School,Ann Arbor Public Schools,Priv,Kindergarten,10.00,9.00,90.00,0.00,0.00,1.00,10.00,0.00,0.00,1.00,10.00,0.00,0.00,26161,MI
12-31-2023,Branch,Branch County,St Charles Borromeo Catholic School,Coldwater Community Schools,Priv,Kindergarten,14.00,14.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26023,MI
12-31-2023,Kalamazoo,Kalamazoo County,Schoolcraft Elementary School,Schoolcraft Community Schools,Pub,Kindergarten,52.00,49.00,94.20,0.00,2.00,1.00,1.90,0.00,0.00,0.00,0.00,1.00,1.90,26077,MI
12-31-2023,Berrien,Berrien County,Benton Harbor Charter School Academy,Benton Harbor Charter School,Pub,Kindergarten,68.00,59.00,86.80,4.00,4.00,1.00,1.50,0.00,0.00,1.00,1.50,0.00,0.00,26021,MI
12-31-2023,Wayne,Wayne County,Advanced Technology Academy,Advanced Technology Academy,Pub,Kindergarten,76.00,69.00,90.80,0.00,1.00,6.00,7.90,0.00,0.00,3.00,3.90,3.00,3.90,26163,MI
12-31-2023,Kent,Kent County,Meadow Ridge Elementary School,Rockford Public Schools,Pub,Kindergarten,82.00,80.00,97.60,0.00,1.00,1.00,1.20,0.00,0.00,1.00,1.20,0.00,0.00,26081,MI
12-31-2023,Oakland,Oakland County,Independence Elementary School,Clarkston Community School District,Pub,Kindergarten,66.00,59.00,89.40,0.00,1.00,6.00,9.10,0.00,0.00,6.00,9.10,0.00,0.00,26125,MI
12-31-2023,Kent,Kent County,Kenowa Hills Central Elementary School,Kenowa Hills Public Schools,Pub,Kindergarten,51.00,51.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26081,MI
12-31-2023,Oakland,Oakland County,William A. Brummer Elementary School,South Lyon Community Schools,Pub,Kindergarten,84.00,79.00,94.00,0.00,0.00,5.00,6.00,1.00,1.20,1.00,1.20,3.00,3.60,26125,MI
12-31-2023,Wayne,Wayne County,Creative Montessori Academy,Creative Montessori Academy,Pub,Kindergarten,75.00,71.00,94.70,0.00,0.00,4.00,5.30,0.00,0.00,3.00,4.00,1.00,1.30,26163,MI
12-31-2023,Bay,Bay County,State Street Academy,State Street Academy,Pub,Kindergarten,34.00,30.00,88.20,0.00,2.00,2.00,5.90,0.00,0.00,1.00,2.90,1.00,2.90,26017,MI
12-31-2023,Macomb,Macomb County,Joseph M. Carkenord Elementary School,L'Anse Creuse Public Schools,Pub,Kindergarten,83.00,79.00,95.20,1.00,0.00,3.00,3.60,0.00,0.00,0.00,0.00,3.00,3.60,26099,MI
12-31-2023,Kent,Kent County,Century Park Learning Center,Grandville Public Schools,Pub,Kindergarten,74.00,70.00,94.60,1.00,0.00,3.00,4.10,0.00,0.00,1.00,1.40,2.00,2.70,26081,MI
12-31-2023,Monroe,Monroe County,Monroe Road Elementary School,Bedford Public Schools,Pub,Kindergarten,105.00,102.00,97.10,0.00,0.00,3.00,2.90,0.00,0.00,1.00,1.00,2.00,1.90,26115,MI
12-31-2023,Wayne,Wayne County,Dodson Elementary School,Plymouth Canton Schools,Pub,Kindergarten,74.00,70.00,94.60,1.00,0.00,3.00,4.10,0.00,0.00,0.00,0.00,3.00,4.10,26163,MI
12-31-2023,Macomb,Macomb County,Orville C Krause Elementary School,Armada Area Schools,Pub,Kindergarten,129.00,111.00,86.00,0.00,0.00,18.00,14.00,0.00,0.00,9.00,7.00,9.00,7.00,26099,MI
12-31-2023,Wayne,Wayne County,Tawheed Center of Detroit School,Dearborn City School District,Priv,Kindergarten,19.00,18.00,94.70,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26163,MI
12-31-2023,Macomb,Macomb County,Richard J. Duncan Elementary,Utica Community Schools,Pub,Kindergarten,80.00,73.00,91.30,0.00,0.00,7.00,8.80,0.00,0.00,5.00,6.30,2.00,2.50,26099,MI
12-31-2023,Macomb,Macomb County,Hevel Elementary,Romeo Community Schools,Pub,Kindergarten,94.00,80.00,85.10,1.00,6.00,7.00,7.40,0.00,0.00,5.00,5.30,2.00,2.10,26099,MI
12-31-2023,Macomb,Macomb County,Shawnee Elementary School,Chippewa Valley Schools,Pub,Kindergarten,96.00,89.00,92.70,0.00,4.00,3.00,3.10,0.00,0.00,3.00,3.10,0.00,0.00,26099,MI
12-31-2023,Washtenaw,Washtenaw County,Harvest Elementary School,Saline Area Schools,Pub,Kindergarten,101.00,98.00,97.00,0.00,0.00,3.00,3.00,0.00,0.00,1.00,1.00,2.00,2.00,26161,MI
12-31-2023,Livingston,Livingston County,Creekside Elementary School,Hartland Consolidated Schools,Pub,Kindergarten,91.00,84.00,92.30,0.00,1.00,6.00,6.60,0.00,0.00,0.00,0.00,6.00,6.60,26093,MI
12-31-2023,Kent,Kent County,Ada Vista Elementary School,Forest Hills Public Schools,Pub,Kindergarten,83.00,79.00,95.20,0.00,2.00,2.00,2.40,0.00,0.00,1.00,1.20,1.00,1.20,26081,MI
12-31-2023,Macomb,Macomb County,Merritt Academy,Merritt Academy,Pub,Kindergarten,40.00,28.00,70.00,0.00,0.00,12.00,30.00,0.00,0.00,6.00,15.00,6.00,15.00,26099,MI
12-31-2023,Washtenaw,Washtenaw County,Central Academy (K),Central Academy,Pub,Kindergarten,35.00,35.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26161,MI
12-31-2023,Wayne,Wayne County,Trillium Academy,Trillium Academy,Pub,Kindergarten,52.00,46.00,88.50,1.00,0.00,5.00,9.60,0.00,0.00,4.00,7.70,1.00,1.90,26163,MI
12-31-2023,Saginaw,Saginaw County,Arthur Eddy K-8 Academy,Saginaw City School District,Pub,Kindergarten,28.00,26.00,92.90,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26145,MI
12-31-2023,Ingham,Ingham County,Pam's Academy of Champions,Lansing Public School District,Priv,Kindergarten,8.00,8.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26065,MI
12-31-2023,Kalamazoo,Kalamazoo County,St. Michael's Lutheran School,Portage Public Schools,Priv,Kindergarten,22.00,22.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26077,MI
12-31-2023,Washtenaw,Washtenaw County,Childs Elementary School,Lincoln Consolidated School District,Pub,Kindergarten,86.00,78.00,90.70,1.00,1.00,6.00,7.00,0.00,0.00,2.00,2.30,4.00,4.70,26161,MI
12-31-2023,Macomb,Macomb County,Cross of Glory Lutheran School,Romeo Community Schools,Priv,Kindergarten,24.00,9.00,37.50,0.00,1.00,14.00,58.30,0.00,0.00,4.00,16.70,10.00,41.70,26099,MI
12-31-2023,Livingston,Livingston County,Ruahmah J. Hutchings Elementary,Howell Public Schools,Pub,Kindergarten,60.00,54.00,90.00,0.00,2.00,4.00,6.70,2.00,3.30,1.00,1.70,1.00,1.70,26093,MI
12-31-2023,Kent,Kent County,Countryside Elementary School,Byron Center Public Schools,Pub,Kindergarten,116.00,116.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26081,MI
12-31-2023,Kent,Kent County,Knapp Forest Elementary School,Forest Hills Public Schools,Pub,Kindergarten,96.00,90.00,93.80,0.00,0.00,6.00,6.30,0.00,0.00,0.00,0.00,6.00,6.30,26081,MI
12-31-2023,Kent,Kent County,Aberdeen Elementary,Grand Rapids Public Schools,Pub,Kindergarten,41.00,39.00,95.10,0.00,0.00,2.00,4.90,0.00,0.00,0.00,0.00,2.00,4.90,26081,MI
12-31-2023,Kent,Kent County,Campus Elementary,Grand Rapids Public Schools,Pub,Kindergarten,52.00,44.00,84.60,1.00,3.00,4.00,7.70,0.00,0.00,1.00,1.90,3.00,5.80,26081,MI
12-31-2023,Kent,Kent County,Congress Elementary,Grand Rapids Public Schools,Pub,Kindergarten,42.00,40.00,95.20,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26081,MI
12-31-2023,Kent,Kent County,Southwest Elementary Academia,Grand Rapids Public Schools,Pub,Kindergarten,119.00,109.00,91.60,4.00,3.00,3.00,2.50,0.00,0.00,1.00,0.80,2.00,1.70,26081,MI
12-31-2023,Oakland,Oakland County,Bradford Academy,Bradford Academy,Pub,Kindergarten,65.00,58.00,89.20,1.00,2.00,4.00,6.20,0.00,0.00,2.00,3.10,2.00,3.10,26125,MI
12-31-2023,Macomb,Macomb County,Mt Clemens Montessori Academy,Mt. Clemens Montessori Academy,Pub,Kindergarten,25.00,17.00,68.00,0.00,1.00,7.00,28.00,0.00,0.00,2.00,8.00,5.00,20.00,26099,MI
12-31-2023,Wayne,Wayne County,Riverside Academy,Riverside Academy,Pub,Kindergarten,69.00,64.00,92.80,1.00,1.00,3.00,4.30,0.00,0.00,2.00,2.90,1.00,1.40,26163,MI
12-31-2023,Montcalm,Montcalm County,Flat River Academy,Flat River Academy,Pub,Kindergarten,17.00,15.00,88.20,0.00,0.00,2.00,11.80,0.00,0.00,0.00,0.00,2.00,11.80,26117,MI
12-31-2023,Chippewa,Chippewa County,Maplewood Baptist Academy,Rudyard Area Schools,Priv,Kindergarten,8.00,3.00,37.50,0.00,4.00,1.00,12.50,0.00,0.00,0.00,0.00,1.00,12.50,26033,MI
12-31-2023,Wayne,Wayne County,Academy for Business & Technology Elementary,Academy for Business & Technology,Pub,Kindergarten,33.00,25.00,75.80,6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26163,MI
12-31-2023,Delta,Delta County,Cameron Elementary School,Gladstone Area Schools,Pub,Kindergarten,129.00,118.00,91.50,0.00,7.00,4.00,3.10,0.00,0.00,3.00,2.30,1.00,0.80,26041,MI
12-31-2023,Macomb,Macomb County,Seminole Academy,Mt. Clemens Community School District,Pub,Kindergarten,78.00,68.00,87.20,6.00,0.00,4.00,5.10,0.00,0.00,2.00,2.60,2.00,2.60,26099,MI
12-31-2023,Ingham,Ingham County,Okemos Public Montessori - Central,Okemos Public Schools,Pub,Kindergarten,80.00,75.00,93.80,1.00,1.00,3.00,3.80,0.00,0.00,3.00,3.80,0.00,0.00,26065,MI
12-31-2023,Genesee,Genesee County,Hyatt Elementary,Linden Community Schools,Pub,Kindergarten,83.00,75.00,90.40,0.00,2.00,6.00,7.20,0.00,0.00,4.00,4.80,2.00,2.40,26049,MI
12-31-2023,Oakland,Oakland County,Sharon J Hardy Elementary School,South Lyon Community Schools,Pub,Kindergarten,83.00,78.00,94.00,0.00,3.00,2.00,2.40,0.00,0.00,2.00,2.40,0.00,0.00,26125,MI
12-31-2023,Kent,Kent County,Murray Lake Elementary,Lowell Area Schools,Pub,Kindergarten,75.00,70.00,93.30,1.00,3.00,1.00,1.30,0.00,0.00,1.00,1.30,0.00,0.00,26081,MI
12-31-2023,Ottawa,Ottawa County,Quincy Elementary School,Zeeland Public Schools,Pub,Kindergarten,69.00,66.00,95.70,0.00,0.00,3.00,4.30,0.00,0.00,1.00,1.40,2.00,2.90,26139,MI
12-31-2023,Wayne,Wayne County,McCollough Elementary School,Dearborn City School District,Pub,Kindergarten,69.00,66.00,95.70,0.00,1.00,2.00,2.90,0.00,0.00,2.00,2.90,0.00,0.00,26163,MI
12-31-2023,Berrien,Berrien County,Countryside Charter School-Elementary,Countryside Charter School,Pub,Kindergarten,95.00,85.00,89.50,1.00,5.00,4.00,4.20,0.00,0.00,3.00,3.20,1.00,1.10,26021,MI
12-31-2023,Macomb,Macomb County,Beacon Tree Elementary School,Utica Community Schools,Pub,Kindergarten,102.00,88.00,86.30,1.00,3.00,10.00,9.80,0.00,0.00,3.00,2.90,7.00,6.90,26099,MI
12-31-2023,Macomb,Macomb County,Maple Park Montessori,Lakeview Public Schools (Macomb),Priv,Kindergarten,7.00,5.00,71.40,0.00,0.00,2.00,28.60,0.00,0.00,0.00,0.00,2.00,28.60,26099,MI
12-31-2023,Macomb,Macomb County,Assumption Nursery School Kdg,South Lake Schools,Priv,Kindergarten,8.00,7.00,87.50,0.00,0.00,1.00,12.50,0.00,0.00,0.00,0.00,1.00,12.50,26099,MI
12-31-2023,Oakland,Oakland County,Children's Place Montessori KD,Farmington Public School District,Priv,Kindergarten,5.00,5.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26125,MI
12-31-2023,Oakland,Oakland County,Christ Lutheran Kindergarten,Huron Valley Schools,Priv,Kindergarten,10.00,9.00,90.00,0.00,0.00,1.00,10.00,0.00,0.00,1.00,10.00,0.00,0.00,26125,MI
12-31-2023,Oakland,Oakland County,Lubavitch Cheder,Oak Park City School District,Priv,Kindergarten,18.00,16.00,88.90,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26125,MI
12-31-2023,Macomb,Macomb County,Prevail Academy,Prevail Academy,Pub,Kindergarten,84.00,67.00,79.80,1.00,6.00,10.00,11.90,0.00,0.00,4.00,4.80,6.00,7.10,26099,MI
12-31-2023,Saginaw,Saginaw County,Good Shepherd Lutheran KD,Saginaw Township Community Schools,Priv,Kindergarten,20.00,20.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26145,MI
12-31-2023,Wayne,Wayne County,American Montessori Academy Elementary,American Montessori Academy,Pub,Kindergarten,83.00,69.00,83.10,0.00,5.00,9.00,10.80,0.00,0.00,4.00,4.80,5.00,6.00,26163,MI
12-31-2023,Monroe,Monroe County,Triumph Academy,Triumph Academy,Pub,Kindergarten,96.00,88.00,91.70,2.00,0.00,6.00,6.30,0.00,0.00,2.00,2.10,4.00,4.20,26115,MI
12-31-2023,Genesee,Genesee County,Madison Academy Elementary - Middle School,Madison Academy,Pub,Kindergarten,29.00,23.00,79.30,0.00,5.00,1.00,3.40,0.00,0.00,1.00,3.40,0.00,0.00,26049,MI
12-31-2023,Shiawassee,Shiawassee County,Laingsburg Early Childhood Education Center-K,Laingsburg Community School District,Pub,Kindergarten,106.00,98.00,92.50,0.00,3.00,5.00,4.70,0.00,0.00,2.00,1.90,3.00,2.80,26155,MI
12-31-2023,Presque Isle,Presque Isle County,Rogers City Montessori,Rogers City Area Schools,Priv,Kindergarten,10.00,10.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26141,MI
12-31-2023,Oakland,Oakland County,Cranbrook - Brookside School,Bloomfield Hills School District,Priv,Kindergarten,67.00,58.00,86.60,0.00,3.00,6.00,9.00,1.00,1.50,1.00,1.50,4.00,6.00,26125,MI
12-31-2023,Macomb,Macomb County,St John Lutheran Young K's,Fraser Public Schools,Priv,Kindergarten,8.00,6.00,75.00,0.00,1.00,1.00,12.50,0.00,0.00,0.00,0.00,1.00,12.50,26099,MI
12-31-2023,Livingston,Livingston County,Maple Tree Montessori Academy,Brighton Area Schools,Priv,Kindergarten,8.00,7.00,87.50,0.00,0.00,1.00,12.50,0.00,0.00,1.00,12.50,0.00,0.00,26093,MI
12-31-2023,Wayne,Wayne County,Universal Learning Academy,Universal Learning Academy,Pub,Kindergarten,48.00,42.00,87.50,3.00,0.00,3.00,6.30,0.00,0.00,1.00,2.10,2.00,4.20,26163,MI
12-31-2023,Wayne,Wayne County,Bridge Academy Elementary,Bridge Academy,Pub,Kindergarten,105.00,99.00,94.30,0.00,3.00,3.00,2.90,1.00,1.00,2.00,1.90,0.00,0.00,26163,MI
12-31-2023,Oakland,Oakland County,Our Lady of the Lake Elem Sch,Waterford School District,Priv,Kindergarten,37.00,31.00,83.80,0.00,2.00,4.00,10.80,0.00,0.00,1.00,2.70,3.00,8.10,26125,MI
12-31-2023,Macomb,Macomb County,New Haven Elementary School,New Haven Community Schools,Pub,Kindergarten,88.00,80.00,90.90,0.00,6.00,2.00,2.30,0.00,0.00,1.00,1.10,1.00,1.10,26099,MI
12-31-2023,Oakland,Oakland County,Southfield Christian School,Southfield Public School District,Priv,Kindergarten,39.00,36.00,92.30,0.00,2.00,1.00,2.60,0.00,0.00,1.00,2.60,0.00,0.00,26125,MI
12-31-2023,Washtenaw,Washtenaw County,Multicultural Academy,Multicultural Academy,Pub,Kindergarten,31.00,20.00,64.50,9.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26161,MI
12-31-2023,Washtenaw,Washtenaw County,Fortis Academy,Fortis Academy,Pub,Kindergarten,67.00,51.00,76.10,9.00,3.00,4.00,6.00,0.00,0.00,2.00,3.00,2.00,3.00,26161,MI
12-31-2023,Macomb,Macomb County,Great Oaks Academy,Great Oaks Academy,Pub,Kindergarten,68.00,60.00,88.20,2.00,2.00,4.00,5.90,0.00,0.00,2.00,2.90,2.00,2.90,26099,MI
12-31-2023,Livingston,Livingston County,Holy Spirit Roman Catholic School,Brighton Area Schools,Priv,Kindergarten,8.00,4.00,50.00,0.00,0.00,4.00,50.00,0.00,0.00,0.00,0.00,4.00,50.00,26093,MI
12-31-2023,Wayne,Wayne County,Spiritus Sanctus Academy,Plymouth Canton Schools,Priv,Kindergarten,20.00,13.00,65.00,0.00,2.00,5.00,25.00,0.00,0.00,3.00,15.00,2.00,10.00,26163,MI
12-31-2023,Ottawa,Ottawa County,Jenison Public Schools Early Childhood Center,Jenison Public Schools,Pub,Kindergarten,144.00,140.00,97.20,0.00,0.00,4.00,2.80,0.00,0.00,2.00,1.40,2.00,1.40,26139,MI
12-31-2023,Oakland,Oakland County,Children's Technological Academy,Southfield Public School District,Priv,Kindergarten,7.00,4.00,57.10,0.00,1.00,2.00,28.60,0.00,0.00,1.00,14.30,1.00,14.30,26125,MI
12-31-2023,Wayne,Wayne County,Plymouth - Canton Montessori School,Plymouth Canton Schools,Priv,Kindergarten,14.00,12.00,85.70,0.00,1.00,1.00,7.10,0.00,0.00,0.00,0.00,1.00,7.10,26163,MI
12-31-2023,Wayne,Wayne County,Bethany Day Care,Van Buren Public Schools,Priv,Kindergarten,9.00,9.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26163,MI
12-31-2023,Oakland,Oakland County,Laurus Academy,Laurus Academy,Pub,Kindergarten,80.00,71.00,88.80,1.00,7.00,1.00,1.30,0.00,0.00,1.00,1.30,0.00,0.00,26125,MI
12-31-2023,Oakland,Oakland County,Webb Elementary School,Hazel Park City School District,Pub,Kindergarten,43.00,42.00,97.70,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26125,MI
12-31-2023,Huron,Huron County,Owendale-Gagetown Elementary Sch,Owendale-Gagetown Area Schools,Pub,Kindergarten,9.00,9.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26063,MI
12-31-2023,Berrien,Berrien County,Mildred C Wells Preparatory Academy,Mildred C Wells Academy,Pub,Kindergarten,21.00,21.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26021,MI
12-31-2023,Wayne,Wayne County,Hanley International Academy,Hanley International Academy,Pub,Kindergarten,74.00,72.00,97.30,1.00,0.00,1.00,1.40,0.00,0.00,0.00,0.00,1.00,1.40,26163,MI
12-31-2023,Macomb,Macomb County,Academy of Warren,Academy of Warren,Pub,Kindergarten,91.00,81.00,89.00,0.00,6.00,4.00,4.40,0.00,0.00,3.00,3.30,1.00,1.10,26099,MI
12-31-2023,Oakland,Oakland County,Eagle Creek Academy,Rochester Community School District,Priv,Kindergarten,16.00,14.00,87.50,0.00,0.00,2.00,12.50,0.00,0.00,0.00,0.00,2.00,12.50,26125,MI
12-31-2023,Wayne,Wayne County,U of M Dearborn Child Development Kindergarten,Dearborn City School District,Priv,Kindergarten,5.00,4.00,80.00,0.00,0.00,1.00,20.00,0.00,0.00,1.00,20.00,0.00,0.00,26163,MI
12-31-2023,Oakland,Oakland County,Ferndale Montessori Center KD,Ferndale Public Schools,Priv,Kindergarten,10.00,9.00,90.00,0.00,0.00,1.00,10.00,1.00,10.00,0.00,0.00,0.00,0.00,26125,MI
12-31-2023,Wayne,Wayne County,Geer Park Elementary School,Dearborn City School District,Pub,Kindergarten,66.00,62.00,93.90,1.00,2.00,1.00,1.50,0.00,0.00,0.00,0.00,1.00,1.50,26163,MI
12-31-2023,Wayne,Wayne County,Montessori Center of Our Lady,Livonia Public Schools,Priv,Kindergarten,6.00,6.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26163,MI
12-31-2023,Oakland,Oakland County,Schoolhouse Montessori Academy,Troy School District,Priv,Kindergarten,10.00,10.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26125,MI
12-31-2023,Genesee,Genesee County,Early Childhood Center KD,Flushing Community Schools,Pub,Kindergarten,280.00,257.00,91.80,1.00,0.00,22.00,7.90,0.00,0.00,12.00,4.30,10.00,3.60,26049,MI
12-31-2023,Ottawa,Ottawa County,Georgetown Elementary School,Hudsonville Public School District,Pub,Kindergarten,95.00,90.00,94.70,0.00,0.00,5.00,5.30,0.00,0.00,4.00,4.20,1.00,1.10,26139,MI
12-31-2023,Macomb,Macomb County,Sequoyah Elementary School,Chippewa Valley Schools,Pub,Kindergarten,67.00,58.00,86.60,2.00,0.00,7.00,10.40,1.00,1.50,2.00,3.00,4.00,6.00,26099,MI
12-31-2023,Wayne,Wayne County,Rosedale Elementary School,Livonia Public Schools,Pub,Kindergarten,49.00,45.00,91.80,0.00,0.00,4.00,8.20,0.00,0.00,2.00,4.10,2.00,4.10,26163,MI
12-31-2023,Kent,Kent County,Rockford Spanish Immersion,Rockford Public Schools,Pub,Kindergarten,39.00,37.00,94.90,0.00,0.00,2.00,5.10,0.00,0.00,1.00,2.60,1.00,2.60,26081,MI
12-31-2023,Wayne,Wayne County,David Ellis Academy West,David Ellis Academy West,Pub,Kindergarten,149.00,115.00,77.20,9.00,10.00,15.00,10.10,0.00,0.00,10.00,6.70,5.00,3.40,26163,MI
