time	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt	N_enroll	N_surveyed
2024-09-01	24035	Queen Anne's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	97.18	98.75	99.53	99.53	99.06	1.1	0	NA	646	639
2016-09-01	24039	Somerset	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0	0	NA	153	153
2017-09-01	24039	Somerset	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.5	99.5	99.5	99.1	99.1	0.5	0	NA	212	211
2018-09-01	24039	Somerset	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0	0	NA	259	259
2019-09-01	24039	Somerset	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	2.08	0	NA	295	289
2020-09-01	24039	Somerset	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0.22	0.45	NA	450	446
2021-09-01	24039	Somerset	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	NA	0	0
2022-09-01	24039	Somerset	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0	0	NA	112	112
2023-09-01	24039	Somerset	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.58	100	100	100	100	0.42	0	NA	241	240
2024-09-01	24039	Somerset	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	98.92	1.08	0	NA	94	93
2016-09-01	24037	St. Mary's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.9	99.9	99.8	99.9	0.9	0.8	NA	1319	1296
2017-09-01	24037	St. Mary's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.9	99.4	100	99.2	1.5	0.8	NA	1449	1417
2018-09-01	24037	St. Mary's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.9	99.4	99.9	99.3	0.7	0.4	NA	1372	1357
2019-09-01	24037	St. Mary's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.85	99.85	99.77	99.77	99.54	1.14	0.38	NA	1333	1313
2020-09-01	24037	St. Mary's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.76	99.76	99.76	100	99.76	1.28	0.48	NA	1273	1251
2021-09-01	24037	St. Mary's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.41	99.75	99.07	99.92	99.07	0.93	0.08	NA	1203	1180
2022-09-01	24037	St. Mary's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.72	99.91	99.82	99.82	99.72	1.2	0.46	NA	1122	1082
2023-09-01	24037	St. Mary's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.59	99.92	99.59	99.59	99.59	1.88	0.65	NA	1257	1226
2024-09-01	24037	St. Mary's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.3	99.61	98.68	99.69	98.76	1.86	0.31	NA	1319	1290
2016-09-01	24041	Talbot	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	99.7	99.7	99.7	99.7	0	0	NA	382	382
2017-09-01	24041	Talbot	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	99.8	99.5	99.3	99.5	0.5	0.5	NA	431	427
2018-09-01	24041	Talbot	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0.8	0.3	NA	393	389
2019-09-01	24041	Talbot	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.71	100	100	99.71	100	0.29	0	NA	347	346
2020-09-01	24041	Talbot	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0.31	0	NA	323	322
2021-09-01	24041	Talbot	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.62	100	99.62	0.76	0	NA	264	262
2022-09-01	24041	Talbot	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.71	99.71	99.71	0.58	0.29	NA	348	345
2023-09-01	24041	Talbot	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.69	100	100	1.88	0.31	NA	326	319
2024-09-01	24041	Talbot	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.71	100	100	100	99.41	1.17	0.29	NA	346	341
2016-09-01	24043	Washington	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.9	99.4	99.7	99.3	0.9	0.2	NA	1681	1662
2017-09-01	24043	Washington	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.7	99.5	99.8	99.6	1.4	0.5	NA	1681	1591
2018-09-01	24043	Washington	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.8	99.3	99.5	99.1	1.2	0.3	NA	2089	2070
2019-09-01	24043	Washington	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.52	99.7	99.21	99.34	99.21	1.81	0.3	NA	1695	1655
2020-09-01	24043	Washington	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.31	99.65	98.73	99.54	98.79	0.75	0.17	NA	1752	1736
2021-09-01	24043	Washington	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.83	99.15	97.92	99.02	97.79	0.78	0.13	NA	1548	1535
2022-09-01	24043	Washington	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.13	99.52	98.73	99.36	98.41	1.03	0.4	NA	1340	1258
2023-09-01	24043	Washington	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.18	99.37	99.12	99.25	99.12	1.63	0.13	NA	1620	1592
2024-09-01	24043	Washington	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.11	98.99	98.93	99.28	98.57	2.03	0.24	NA	1716	1678
2016-09-01	24045	Wicomico	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.8	99.5	99.5	99.2	0.2	0.2	NA	1289	1283
2017-09-01	24045	Wicomico	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.4	99.6	98.8	99.3	98.6	0.5	0.2	NA	1267	1260
2018-09-01	24045	Wicomico	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.1	99.1	98.6	99.1	98	1.1	0.5	NA	1295	1281
2019-09-01	24045	Wicomico	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.11	99.33	98.66	99.33	98.51	1.27	0.22	NA	1366	1342
2020-09-01	24045	Wicomico	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.46	99.61	97.76	99.77	97.53	0.54	0.15	NA	1305	1296
2021-09-01	24045	Wicomico	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.56	99.65	97.53	99.73	97.53	0.44	0.09	NA	1138	1132
2022-09-01	24045	Wicomico	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.78	98.98	98.06	99.08	97.66	0.2	0	NA	984	981
2023-09-01	24045	Wicomico	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.23	98.87	98.71	98.79	98.31	1.21	0.4	NA	1262	1242
2024-09-01	24045	Wicomico	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.12	98.98	99.14	99.14	97.57	1.1	2.59	NA	1322	1275
2016-09-01	24047	Worcester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.6	99.8	99.8	99.8	1	0.2	NA	518	512
2017-09-01	24047	Worcester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.8	100	99.3	1.8	0.5	NA	559	548
2018-09-01	24047	Worcester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.6	99.2	99.6	99.2	1	0	NA	487	483
2019-09-01	24047	Worcester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.74	99.74	99.48	99.74	99.48	0.79	0.52	NA	387	381
2020-09-01	24047	Worcester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	1.94	0.22	NA	475	465
2021-09-01	24047	Worcester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.04	99.81	98.85	1.73	0	NA	531	520
2022-09-01	24047	Worcester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	95.92	83.67	100	79.59	4.08	0	NA	51	49
2023-09-01	24047	Worcester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.29	100	99.05	1.18	0.47	NA	429	422
2024-09-01	24047	Worcester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.8	100	99.4	4.21	1.4	NA	527	499
