time,geography,geography_name,school_name,n_total_audited,n_hep_a,n_hep_b,n_dtap,n_tdap,n_polio,n_mmr_k,n_varicella,n_men_6th,n_medical_exempt,n_religious_exempt
12-31-2019,46027,Clay County,IreneWakonda Elementary,48.00,40.00,45.00,23.00,17.00,23.00,23.00,23.00,16.00,0.00,0.00
12-31-2020,46027,Clay County,IreneWakonda Elementary,38.00,21.00,34.00,13.00,21.00,13.00,13.00,13.00,20.00,0.00,4.00
12-31-2021,46027,Clay County,IreneWakonda Elementary,43.00,30.00,41.00,21.00,17.00,21.00,21.00,21.00,18.00,0.00,3.00
12-31-2022,46027,Clay County,IreneWakonda Elementary,45.00,40.00,44.00,18.00,23.00,18.00,18.00,18.00,23.00,1.00,1.00
12-31-2023,46027,Clay County,IreneWakonda Elementary,41.00,34.00,39.00,20.00,20.00,19.00,19.00,19.00,20.00,0.00,0.00
12-31-2024,46027,Clay County,IreneWakonda Elementary,47.00,42.00,46.00,20.00,23.00,20.00,20.00,20.00,23.00,0.00,3.00
12-31-2018,46027,Clay County,St. Agnes Elementary,12.00,11.00,10.00,11.00,0.00,11.00,11.00,11.00,0.00,0.00,0.00
12-31-2019,46027,Clay County,St. Agnes Elementary,17.00,14.00,17.00,17.00,0.00,17.00,17.00,17.00,0.00,0.00,0.00
12-31-2020,46027,Clay County,St. Agnes Elementary,20.00,16.00,19.00,19.00,0.00,19.00,20.00,19.00,0.00,0.00,0.00
12-31-2021,46027,Clay County,St. Agnes Elementary,17.00,17.00,17.00,17.00,0.00,17.00,16.00,17.00,0.00,0.00,0.00
12-31-2022,46027,Clay County,St. Agnes Elementary,16.00,14.00,14.00,15.00,0.00,15.00,15.00,14.00,0.00,0.00,0.00
12-31-2023,46027,Clay County,St. Agnes Elementary,18.00,18.00,18.00,17.00,0.00,17.00,17.00,17.00,0.00,0.00,0.00
12-31-2024,46027,Clay County,St. Agnes Elementary,18.00,16.00,17.00,15.00,0.00,15.00,15.00,15.00,0.00,0.00,0.00
12-31-2018,46027,Clay County,Vermillion Middle School,95.00,82.00,95.00,0.00,94.00,0.00,0.00,0.00,94.00,0.00,0.00
12-31-2019,46027,Clay County,Vermillion Middle School,94.00,82.00,94.00,0.00,92.00,0.00,0.00,0.00,93.00,0.00,0.00
12-31-2020,46027,Clay County,Vermillion Middle School,117.00,99.00,114.00,0.00,115.00,0.00,0.00,0.00,115.00,0.00,2.00
12-31-2021,46027,Clay County,Vermillion Middle School,98.00,88.00,93.00,0.00,94.00,0.00,0.00,0.00,94.00,0.00,2.00
12-31-2022,46027,Clay County,Vermillion Middle School,98.00,90.00,97.00,0.00,95.00,0.00,0.00,0.00,95.00,0.00,3.00
12-31-2023,46027,Clay County,Vermillion Middle School,121.00,109.00,118.00,0.00,116.00,0.00,0.00,0.00,118.00,0.00,3.00
12-31-2024,46027,Clay County,Vermillion Middle School,119.00,113.00,118.00,0.00,116.00,0.00,0.00,0.00,116.00,0.00,1.00
12-31-2018,46029,Codington County,Florence Elementary,18.00,8.00,18.00,17.00,0.00,17.00,17.00,16.00,0.00,0.00,1.00
12-31-2019,46029,Codington County,Florence Elementary,22.00,15.00,22.00,22.00,0.00,22.00,22.00,22.00,0.00,0.00,0.00
12-31-2020,46029,Codington County,Florence Elementary,25.00,19.00,22.00,21.00,0.00,21.00,21.00,21.00,0.00,0.00,0.00
12-31-2021,46029,Codington County,Florence Elementary,21.00,18.00,20.00,20.00,0.00,20.00,20.00,20.00,0.00,0.00,0.00
12-31-2022,46029,Codington County,Florence Elementary,23.00,23.00,22.00,21.00,0.00,21.00,21.00,21.00,0.00,0.00,0.00
12-31-2023,46029,Codington County,Florence Elementary,19.00,14.00,15.00,14.00,0.00,14.00,14.00,14.00,0.00,0.00,4.00
12-31-2024,46029,Codington County,Florence Elementary,25.00,23.00,23.00,21.00,0.00,21.00,20.00,20.00,0.00,0.00,0.00
12-31-2018,46029,Codington County,Florence Middle School,23.00,6.00,23.00,0.00,22.00,0.00,0.00,0.00,22.00,0.00,0.00
12-31-2019,46029,Codington County,Florence Middle School,19.00,12.00,18.00,0.00,16.00,0.00,0.00,0.00,16.00,0.00,0.00
12-31-2020,46029,Codington County,Florence Middle School,20.00,3.00,20.00,0.00,13.00,0.00,0.00,0.00,12.00,0.00,0.00
12-31-2021,46029,Codington County,Florence Middle School,26.00,12.00,26.00,0.00,20.00,0.00,0.00,0.00,20.00,0.00,1.00
12-31-2022,46029,Codington County,Florence Middle School,26.00,13.00,26.00,0.00,17.00,0.00,0.00,0.00,17.00,0.00,0.00
12-31-2023,46029,Codington County,Florence Middle School,19.00,11.00,19.00,0.00,17.00,0.00,0.00,0.00,17.00,0.00,2.00
12-31-2024,46029,Codington County,Florence Middle School,18.00,13.00,18.00,0.00,11.00,0.00,0.00,0.00,11.00,0.00,1.00
12-31-2018,46029,Codington County,Garfield Education Center,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46029,Codington County,Garfield Education Center,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46029,Codington County,Garfield Education Center,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46029,Codington County,Garfield Education Center,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46029,Codington County,Garfield Education Center,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46029,Codington County,Garfield Education Center,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46029,Codington County,Garfield Education Center,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46029,Codington County,Henry Elementary,13.00,3.00,13.00,13.00,0.00,13.00,13.00,13.00,0.00,0.00,0.00
12-31-2019,46029,Codington County,Henry Elementary,15.00,11.00,13.00,13.00,0.00,13.00,13.00,13.00,0.00,0.00,0.00
12-31-2020,46029,Codington County,Henry Elementary,8.00,8.00,8.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,0.00
12-31-2021,46029,Codington County,Henry Elementary,12.00,11.00,12.00,11.00,0.00,11.00,11.00,11.00,0.00,0.00,0.00
12-31-2022,46029,Codington County,Henry Elementary,19.00,18.00,18.00,17.00,0.00,17.00,17.00,17.00,0.00,0.00,0.00
12-31-2023,46029,Codington County,Henry Elementary,13.00,13.00,13.00,13.00,0.00,13.00,13.00,13.00,0.00,0.00,0.00
12-31-2024,46029,Codington County,Henry Elementary,9.00,8.00,8.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,0.00
12-31-2018,46029,Codington County,Henry Middle School,9.00,7.00,9.00,0.00,9.00,0.00,0.00,0.00,9.00,0.00,0.00
12-31-2019,46029,Codington County,Henry Middle School,16.00,9.00,16.00,0.00,13.00,0.00,0.00,0.00,13.00,0.00,0.00
12-31-2020,46029,Codington County,Henry Middle School,7.00,5.00,6.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,1.00
12-31-2021,46029,Codington County,Henry Middle School,14.00,7.00,14.00,0.00,7.00,0.00,0.00,0.00,7.00,0.00,0.00
12-31-2022,46029,Codington County,Henry Middle School,16.00,11.00,16.00,0.00,12.00,0.00,0.00,0.00,12.00,0.00,2.00
12-31-2023,46029,Codington County,Henry Middle School,14.00,10.00,14.00,0.00,14.00,0.00,0.00,0.00,14.00,0.00,0.00
12-31-2024,46029,Codington County,Henry Middle School,17.00,9.00,17.00,0.00,16.00,0.00,0.00,0.00,15.00,0.00,2.00
12-31-2018,46029,Codington County,Immaculate Conception Elementary,30.00,13.00,30.00,14.00,16.00,14.00,14.00,14.00,16.00,0.00,0.00
12-31-2019,46029,Codington County,Immaculate Conception Elementary,38.00,23.00,38.00,22.00,14.00,22.00,22.00,22.00,14.00,0.00,0.00
12-31-2020,46029,Codington County,Immaculate Conception Elementary,55.00,33.00,55.00,23.00,24.00,23.00,23.00,23.00,24.00,0.00,0.00
12-31-2021,46029,Codington County,Immaculate Conception Elementary,39.00,14.00,27.00,12.00,21.00,13.00,13.00,13.00,21.00,0.00,0.00
12-31-2022,46029,Codington County,Immaculate Conception Elementary,36.00,23.00,35.00,16.00,18.00,16.00,16.00,16.00,18.00,0.00,2.00
12-31-2023,46029,Codington County,Immaculate Conception Elementary,51.00,37.00,50.00,19.00,26.00,19.00,19.00,19.00,26.00,0.00,3.00
12-31-2024,46029,Codington County,Immaculate Conception Elementary,32.00,31.00,32.00,21.00,9.00,21.00,21.00,21.00,9.00,0.00,1.00
12-31-2018,46029,Codington County,Jefferson Elementary - Watertown,67.00,33.00,67.00,67.00,0.00,67.00,67.00,67.00,0.00,0.00,0.00
12-31-2019,46029,Codington County,Jefferson Elementary - Watertown,90.00,74.00,88.00,88.00,0.00,88.00,88.00,87.00,0.00,0.00,2.00
12-31-2020,46029,Codington County,Jefferson Elementary - Watertown,62.00,0.00,0.00,60.00,0.00,61.00,61.00,60.00,0.00,0.00,1.00
12-31-2021,46029,Codington County,Jefferson Elementary - Watertown,67.00,63.00,65.00,64.00,0.00,64.00,64.00,64.00,0.00,0.00,2.00
12-31-2022,46029,Codington County,Jefferson Elementary - Watertown,67.00,60.00,63.00,63.00,0.00,63.00,63.00,63.00,0.00,0.00,4.00
12-31-2023,46029,Codington County,Jefferson Elementary - Watertown,68.00,64.00,67.00,67.00,0.00,67.00,67.00,67.00,0.00,1.00,0.00
12-31-2024,46029,Codington County,Jefferson Elementary - Watertown,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46029,Codington County,Lincoln Elementary - Watertown,87.00,40.00,86.00,87.00,0.00,87.00,87.00,86.00,0.00,0.00,0.00
12-31-2019,46029,Codington County,Lincoln Elementary - Watertown,71.00,58.00,70.00,70.00,0.00,70.00,70.00,59.00,0.00,0.00,1.00
12-31-2020,46029,Codington County,Lincoln Elementary - Watertown,69.00,0.00,0.00,67.00,0.00,67.00,66.00,67.00,0.00,0.00,1.00
12-31-2021,46029,Codington County,Lincoln Elementary - Watertown,69.00,66.00,69.00,69.00,0.00,69.00,69.00,69.00,0.00,0.00,0.00
12-31-2022,46029,Codington County,Lincoln Elementary - Watertown,68.00,63.00,66.00,65.00,0.00,65.00,65.00,65.00,0.00,0.00,3.00
12-31-2023,46029,Codington County,Lincoln Elementary - Watertown,68.00,60.00,63.00,65.00,0.00,64.00,66.00,65.00,0.00,0.00,2.00
12-31-2024,46029,Codington County,Lincoln Elementary - Watertown,64.00,57.00,60.00,59.00,0.00,59.00,60.00,59.00,0.00,0.00,4.00
12-31-2018,46029,Codington County,McKinley Elementary (Watertown),41.00,31.00,41.00,41.00,0.00,41.00,41.00,41.00,0.00,0.00,0.00
12-31-2019,46029,Codington County,McKinley Elementary (Watertown),45.00,34.00,40.00,43.00,0.00,43.00,44.00,43.00,0.00,0.00,1.00
12-31-2020,46029,Codington County,McKinley Elementary (Watertown),47.00,44.00,46.00,47.00,0.00,46.00,46.00,46.00,0.00,0.00,1.00
12-31-2021,46029,Codington County,McKinley Elementary (Watertown),44.00,41.00,41.00,43.00,0.00,43.00,43.00,43.00,0.00,0.00,0.00
12-31-2022,46029,Codington County,McKinley Elementary (Watertown),46.00,42.00,45.00,43.00,0.00,44.00,44.00,43.00,0.00,0.00,2.00
12-31-2023,46029,Codington County,McKinley Elementary (Watertown),45.00,41.00,45.00,45.00,0.00,45.00,45.00,45.00,0.00,0.00,0.00
12-31-2024,46029,Codington County,McKinley Elementary (Watertown),44.00,41.00,43.00,40.00,0.00,40.00,40.00,40.00,0.00,0.00,2.00
12-31-2018,46029,Codington County,Mellette Elementary,45.00,27.00,43.00,45.00,0.00,45.00,45.00,45.00,0.00,0.00,0.00
12-31-2019,46029,Codington County,Mellette Elementary,48.00,36.00,44.00,45.00,0.00,44.00,45.00,45.00,0.00,0.00,1.00
12-31-2020,46029,Codington County,Mellette Elementary,45.00,40.00,44.00,44.00,0.00,44.00,44.00,44.00,0.00,0.00,1.00
12-31-2021,46029,Codington County,Mellette Elementary,46.00,45.00,44.00,45.00,0.00,45.00,45.00,45.00,0.00,0.00,1.00
12-31-2022,46029,Codington County,Mellette Elementary,48.00,44.00,48.00,47.00,0.00,47.00,47.00,47.00,0.00,0.00,1.00
12-31-2023,46029,Codington County,Mellette Elementary,40.00,37.00,37.00,38.00,0.00,38.00,38.00,38.00,0.00,0.00,2.00
12-31-2024,46029,Codington County,Mellette Elementary,44.00,39.00,39.00,42.00,0.00,42.00,42.00,42.00,0.00,0.00,2.00
12-31-2018,46029,Codington County,Roosevelt Elementary,46.00,37.00,46.00,46.00,0.00,46.00,46.00,46.00,0.00,0.00,0.00
12-31-2019,46029,Codington County,Roosevelt Elementary,46.00,38.00,45.00,45.00,0.00,45.00,45.00,45.00,0.00,0.00,1.00
12-31-2020,46029,Codington County,Roosevelt Elementary,47.00,41.00,44.00,44.00,0.00,44.00,44.00,44.00,0.00,0.00,2.00
12-31-2021,46029,Codington County,Roosevelt Elementary,41.00,37.00,39.00,40.00,0.00,39.00,41.00,41.00,0.00,0.00,0.00
12-31-2022,46029,Codington County,Roosevelt Elementary,45.00,44.00,45.00,43.00,0.00,43.00,43.00,43.00,0.00,0.00,1.00
12-31-2023,46029,Codington County,Roosevelt Elementary,43.00,42.00,43.00,42.00,0.00,42.00,42.00,42.00,0.00,0.00,0.00
12-31-2024,46029,Codington County,Roosevelt Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46029,Codington County,St. Martins Elementary,21.00,12.00,21.00,9.00,11.00,9.00,9.00,9.00,11.00,0.00,0.00
12-31-2019,46029,Codington County,St. Martins Elementary,34.00,21.00,31.00,12.00,15.00,12.00,12.00,11.00,15.00,0.00,0.00
12-31-2020,46029,Codington County,St. Martins Elementary,24.00,11.00,20.00,9.00,10.00,9.00,9.00,9.00,10.00,0.00,2.00
12-31-2021,46029,Codington County,St. Martins Elementary,23.00,15.00,22.00,8.00,13.00,8.00,8.00,8.00,13.00,0.00,0.00
12-31-2022,46029,Codington County,St. Martins Elementary,26.00,16.00,23.00,13.00,7.00,13.00,13.00,13.00,7.00,0.00,0.00
12-31-2023,46029,Codington County,St. Martins Elementary,41.00,31.00,39.00,22.00,13.00,22.00,21.00,21.00,13.00,0.00,0.00
12-31-2024,46029,Codington County,St. Martins Elementary,36.00,27.00,30.00,14.00,15.00,16.00,15.00,15.00,15.00,0.00,2.00
12-31-2018,46029,Codington County,Sunrise Colony,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46029,Codington County,Sunrise Colony,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46029,Codington County,Sunrise Colony,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46029,Codington County,Sunrise Colony,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46029,Codington County,Sunrise Colony,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46029,Codington County,Sunrise Colony,3.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
12-31-2024,46029,Codington County,Sunrise Colony,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
12-31-2018,46029,Codington County,Watertown Christian Elementary,23.00,10.00,21.00,5.00,14.00,5.00,5.00,5.00,14.00,0.00,4.00
12-31-2019,46029,Codington County,Watertown Christian Elementary,13.00,5.00,11.00,5.00,6.00,5.00,5.00,5.00,6.00,0.00,1.00
12-31-2020,46029,Codington County,Watertown Christian Elementary,5.00,2.00,3.00,2.00,0.00,2.00,2.00,2.00,0.00,0.00,0.00
12-31-2021,46029,Codington County,Watertown Christian Elementary,14.00,7.00,9.00,3.00,4.00,3.00,3.00,3.00,4.00,0.00,0.00
12-31-2022,46029,Codington County,Watertown Christian Elementary,17.00,13.00,13.00,9.00,3.00,8.00,8.00,9.00,3.00,0.00,3.00
12-31-2023,46029,Codington County,Watertown Christian Elementary,18.00,15.00,17.00,8.00,4.00,8.00,7.00,7.00,4.00,0.00,1.00
12-31-2024,46029,Codington County,Watertown Christian Elementary,15.00,9.00,13.00,6.00,2.00,6.00,6.00,5.00,2.00,0.00,4.00
12-31-2018,46029,Codington County,Watertown Intermediate School,308.00,158.00,306.00,0.00,306.00,0.00,0.00,0.00,306.00,2.00,0.00
12-31-2019,46029,Codington County,Watertown Intermediate School,315.00,155.00,305.00,0.00,304.00,0.00,0.00,0.00,305.00,0.00,8.00
12-31-2020,46029,Codington County,Watertown Intermediate School,296.00,167.00,289.00,0.00,289.00,0.00,0.00,0.00,291.00,0.00,4.00
12-31-2021,46029,Codington County,Watertown Intermediate School,291.00,158.00,283.00,0.00,284.00,0.00,0.00,0.00,284.00,0.00,6.00
12-31-2022,46029,Codington County,Watertown Intermediate School,304.00,188.00,294.00,0.00,298.00,0.00,0.00,0.00,298.00,0.00,5.00
12-31-2023,46029,Codington County,Watertown Intermediate School,283.00,213.00,273.00,0.00,272.00,0.00,0.00,0.00,272.00,1.00,10.00
12-31-2024,46029,Codington County,Watertown Intermediate School,284.00,238.00,273.00,0.00,268.00,0.00,0.00,0.00,273.00,0.00,8.00
12-31-2018,46029,Codington County,WaverlySouth Shore Elementary,15.00,8.00,15.00,14.00,0.00,14.00,14.00,14.00,0.00,0.00,0.00
12-31-2019,46029,Codington County,WaverlySouth Shore Elementary,17.00,13.00,17.00,17.00,0.00,17.00,17.00,17.00,0.00,0.00,0.00
12-31-2020,46029,Codington County,WaverlySouth Shore Elementary,21.00,17.00,20.00,18.00,0.00,18.00,18.00,18.00,0.00,0.00,0.00
12-31-2021,46029,Codington County,WaverlySouth Shore Elementary,20.00,17.00,20.00,18.00,0.00,18.00,18.00,18.00,0.00,0.00,0.00
12-31-2022,46029,Codington County,WaverlySouth Shore Elementary,19.00,19.00,19.00,19.00,0.00,19.00,19.00,19.00,0.00,0.00,0.00
12-31-2023,46029,Codington County,WaverlySouth Shore Elementary,9.00,6.00,8.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,1.00
12-31-2024,46029,Codington County,WaverlySouth Shore Elementary,17.00,13.00,16.00,12.00,0.00,12.00,12.00,12.00,0.00,0.00,1.00
12-31-2018,46029,Codington County,WaverlySouth Shore Middle School,13.00,8.00,13.00,0.00,13.00,0.00,0.00,0.00,13.00,0.00,0.00
12-31-2019,46029,Codington County,WaverlySouth Shore Middle School,18.00,11.00,18.00,0.00,18.00,0.00,0.00,0.00,18.00,0.00,0.00
12-31-2020,46029,Codington County,WaverlySouth Shore Middle School,24.00,8.00,24.00,0.00,22.00,0.00,0.00,0.00,22.00,0.00,0.00
12-31-2021,46029,Codington County,WaverlySouth Shore Middle School,14.00,10.00,14.00,0.00,13.00,0.00,0.00,0.00,13.00,0.00,1.00
12-31-2022,46029,Codington County,WaverlySouth Shore Middle School,17.00,7.00,16.00,0.00,16.00,0.00,0.00,0.00,16.00,0.00,1.00
12-31-2023,46029,Codington County,WaverlySouth Shore Middle School,21.00,11.00,21.00,0.00,20.00,0.00,0.00,0.00,21.00,0.00,0.00
12-31-2024,46029,Codington County,WaverlySouth Shore Middle School,19.00,17.00,19.00,0.00,18.00,0.00,0.00,0.00,18.00,0.00,0.00
12-31-2018,46031,Corson County,Bullhead (Rock Creek) Elemen,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46031,Corson County,Bullhead (Rock Creek) Elemen,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46031,Corson County,Bullhead (Rock Creek) Elemen,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46031,Corson County,Bullhead (Rock Creek) Elemen,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46031,Corson County,Bullhead (Rock Creek) Elemen,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46031,Corson County,Bullhead (Rock Creek) Elemen,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46031,Corson County,Bullhead (Rock Creek) Elemen,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46031,Corson County,Little Eagle Grant School,16.00,16.00,16.00,10.00,6.00,10.00,10.00,10.00,6.00,0.00,0.00
12-31-2019,46031,Corson County,Little Eagle Grant School,25.00,25.00,25.00,14.00,10.00,15.00,15.00,15.00,10.00,0.00,0.00
12-31-2020,46031,Corson County,Little Eagle Grant School,25.00,25.00,25.00,11.00,14.00,11.00,11.00,11.00,14.00,0.00,0.00
12-31-2021,46031,Corson County,Little Eagle Grant School,26.00,26.00,26.00,16.00,8.00,16.00,16.00,16.00,8.00,0.00,0.00
12-31-2022,46031,Corson County,Little Eagle Grant School,13.00,13.00,13.00,7.00,5.00,7.00,7.00,7.00,5.00,0.00,0.00
12-31-2023,46031,Corson County,Little Eagle Grant School,11.00,10.00,10.00,4.00,5.00,5.00,5.00,5.00,4.00,0.00,0.00
12-31-2024,46031,Corson County,Little Eagle Grant School,13.00,13.00,13.00,6.00,6.00,6.00,6.00,6.00,6.00,0.00,0.00
12-31-2018,46031,Corson County,McIntosh Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46031,Corson County,McIntosh Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46031,Corson County,McIntosh Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46031,Corson County,McIntosh Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46031,Corson County,McIntosh Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46031,Corson County,McIntosh Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46031,Corson County,McIntosh Elementary,6.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,0.00,0.00,2.00
12-31-2018,46031,Corson County,McIntosh Middle School,28.00,25.00,28.00,10.00,18.00,10.00,10.00,10.00,18.00,0.00,0.00
12-31-2019,46031,Corson County,McIntosh Middle School,22.00,10.00,10.00,10.00,12.00,10.00,10.00,10.00,12.00,0.00,0.00
12-31-2020,46031,Corson County,McIntosh Middle School,27.00,19.00,20.00,7.00,20.00,7.00,7.00,7.00,20.00,0.00,0.00
12-31-2021,46031,Corson County,McIntosh Middle School,23.00,22.00,22.00,9.00,14.00,9.00,8.00,8.00,14.00,0.00,0.00
12-31-2022,46031,Corson County,McIntosh Middle School,23.00,22.00,22.00,9.00,14.00,8.00,8.00,8.00,14.00,0.00,1.00
12-31-2023,46031,Corson County,McIntosh Middle School,15.00,15.00,14.00,9.00,5.00,9.00,10.00,10.00,5.00,0.00,1.00
12-31-2024,46031,Corson County,McIntosh Middle School,9.00,8.00,9.00,0.00,8.00,0.00,0.00,0.00,8.00,0.00,1.00
12-31-2018,46031,Corson County,McLaughlin Elementary,34.00,33.00,34.00,34.00,0.00,34.00,34.00,34.00,0.00,0.00,0.00
12-31-2019,46031,Corson County,McLaughlin Elementary,40.00,40.00,40.00,39.00,0.00,39.00,40.00,40.00,0.00,0.00,0.00
12-31-2020,46031,Corson County,McLaughlin Elementary,35.00,35.00,35.00,35.00,0.00,34.00,35.00,35.00,0.00,0.00,0.00
12-31-2021,46031,Corson County,McLaughlin Elementary,24.00,22.00,23.00,22.00,0.00,22.00,22.00,22.00,0.00,0.00,0.00
12-31-2022,46031,Corson County,McLaughlin Elementary,31.00,31.00,31.00,30.00,0.00,31.00,31.00,31.00,0.00,0.00,0.00
12-31-2023,46031,Corson County,McLaughlin Elementary,27.00,27.00,27.00,26.00,0.00,27.00,27.00,27.00,0.00,0.00,0.00
12-31-2024,46031,Corson County,McLaughlin Elementary,26.00,25.00,26.00,26.00,0.00,26.00,26.00,26.00,0.00,0.00,0.00
12-31-2018,46031,Corson County,McLaughlin Middle School,39.00,38.00,39.00,0.00,39.00,0.00,0.00,0.00,39.00,0.00,0.00
12-31-2019,46031,Corson County,McLaughlin Middle School,43.00,43.00,43.00,0.00,41.00,0.00,0.00,0.00,42.00,0.00,0.00
12-31-2020,46031,Corson County,McLaughlin Middle School,25.00,25.00,25.00,0.00,23.00,0.00,0.00,0.00,24.00,0.00,0.00
12-31-2021,46031,Corson County,McLaughlin Middle School,26.00,25.00,26.00,0.00,20.00,0.00,0.00,0.00,19.00,0.00,0.00
12-31-2022,46031,Corson County,McLaughlin Middle School,31.00,31.00,31.00,0.00,31.00,0.00,0.00,0.00,31.00,0.00,0.00
12-31-2023,46031,Corson County,McLaughlin Middle School,24.00,23.00,24.00,0.00,23.00,0.00,0.00,0.00,23.00,0.00,0.00
12-31-2024,46031,Corson County,McLaughlin Middle School,30.00,30.00,30.00,0.00,27.00,0.00,0.00,0.00,27.00,0.00,0.00
12-31-2018,46031,Corson County,Rock Creek Elementary,18.00,17.00,16.00,7.00,3.00,7.00,7.00,7.00,3.00,0.00,0.00
12-31-2019,46031,Corson County,Rock Creek Elementary,6.00,6.00,6.00,4.00,2.00,4.00,4.00,4.00,2.00,0.00,0.00
12-31-2020,46031,Corson County,Rock Creek Elementary,9.00,9.00,9.00,8.00,1.00,8.00,8.00,8.00,1.00,0.00,0.00
12-31-2021,46031,Corson County,Rock Creek Elementary,13.00,13.00,13.00,5.00,6.00,5.00,5.00,5.00,6.00,0.00,0.00
12-31-2022,46031,Corson County,Rock Creek Elementary,11.00,11.00,11.00,3.00,6.00,3.00,2.00,2.00,6.00,0.00,0.00
12-31-2023,46031,Corson County,Rock Creek Elementary,6.00,6.00,6.00,2.00,3.00,2.00,2.00,2.00,3.00,0.00,0.00
12-31-2024,46031,Corson County,Rock Creek Elementary,12.00,10.00,12.00,5.00,3.00,6.00,6.00,6.00,3.00,0.00,0.00
12-31-2018,46031,Corson County,Sitting Bull (Little Eagle),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46031,Corson County,Sitting Bull (Little Eagle),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46031,Corson County,Sitting Bull (Little Eagle),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46031,Corson County,Sitting Bull (Little Eagle),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46031,Corson County,Sitting Bull (Little Eagle),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46031,Corson County,Sitting Bull (Little Eagle),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46031,Corson County,Sitting Bull (Little Eagle),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46031,Corson County,Wakpala Elementary,13.00,12.00,13.00,12.00,0.00,13.00,13.00,13.00,0.00,0.00,0.00
12-31-2019,46031,Corson County,Wakpala Elementary,8.00,8.00,8.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,0.00
12-31-2020,46031,Corson County,Wakpala Elementary,13.00,13.00,13.00,13.00,0.00,13.00,13.00,13.00,0.00,0.00,0.00
