"school_name","school_type","address","city","zipcode","planning_region","ex_rel","ex_med","ex_tot"
"Fawn Hollow Elementary School","Public","375 Fan Hill Rd.","Monroe","06468","Greater Bridgeport","1.5","1.0","2.5"
"Jockey Hollow School","Public","365 Fan Hill Rd.","Monroe","06468","Greater Bridgeport","4.9","0.5","5.4"
"Masuk High School","Public","1014 Monroe Tpke.","Monroe","06468","Greater Bridgeport","4.2","0.4","4.6"
"Monroe Elementary School","Public","375 Monroe Tpke.","Monroe","06468","Greater Bridgeport","3.2","1.0","4.2"
"Stepney Elementary School","Public","180 Old Newtown Rd.","Monroe","06468","Greater Bridgeport","0.6","0.0","0.6"
"Bradley School-New London Regional","Non-public","26 Maple Avenue","Montville","06382","Southeastern CT","DNC","DNC","DNC"
"Dr. Charles E. Murphy School","Public","500 Chesterfield Rd.","Montville","06370","Southeastern CT","1.0","0.7","1.7"
"Leonard J. Tyl Middle School","Public","166 Chesterfield Rd.","Montville","06370","Southeastern CT","1.4","0.2","1.6"
"Mohegan School","Public","49 Golden Rd.","Montville","06382","Southeastern CT","0.0","0.0","0.0"
"Montville High School","Public","800 Old Colchester Rd.","Montville","06370","Southeastern CT","0.8","1.6","2.4"
"Oakdale School","Public","30 Indiana Circle","Montville","06370","Southeastern CT","0.7","0.3","1.0"
"Palmer Academy","Non-public","238 Maple Ave.","Montville","06353","Southeastern CT","DS","DS","DS"
"St. Bernard High School","Non-public","1593 Norwich-New London Tpke","Montville","06382","Southeastern CT","0.3","0.3","0.6"
"St. Thomas More","Non-public","45 Cottage Road","Montville","06370","Southeastern CT","DNC","DNC","DNC"
"James Morris School","Public","10 East Street","Morris","06763","Northwest Hills","1.7","3.4","5.1"
"Andrew Avenue School","Public","140 Andrew Ave.","Naugatuck","06770","Naugatuck Valley","0.0","0.0","0.0"
"Bais Yaakov of Waterbury","Non-public","32 Golden Hill Street","Naugatuck","06770","Naugatuck Valley","DNC","DNC","DNC"
"Central Ave Preschool/Head Start","Non-public","28 Central Avenue","Naugatuck","06770","Naugatuck Valley","0.0","0.0","0.0"
"City Hill Middle School","Public","441 City Hill St.","Naugatuck","06770","Naugatuck Valley","1.5","0.3","1.9"
"Cross Street Intermediate School","Public","120 Cross St.","Naugatuck","06770","Naugatuck Valley","1.3","0.0","1.3"
"Hillside Intermediate School","Public","51 Hillside Ave.","Naugatuck","06770","Naugatuck Valley","1.6","0.0","1.6"
"Hop Brook Elementary School","Public","75 Crown Street","Naugatuck","06770","Naugatuck Valley","0.0","0.0","0.0"
"Maple Hill School","Public","641 Maple Hill Rd.","Naugatuck","06770","Naugatuck Valley","0.6","0.0","0.6"
"Mesivta Yesodei Hatorah","Non-public","31 Ran Drive","Naugatuck","06770","Naugatuck Valley","DNC","DNC","DNC"
"Naugatuck High School","Public","543 Rubber Ave.","Naugatuck","06770","Naugatuck Valley","0.6","0.0","0.6"
"Western School","Public","100 Pine St.","Naugatuck","06770","Naugatuck Valley","0.6","0.3","0.9"
"Academy of Science and Innovation","Non-public","600 Slater Road","New Britain","06053","Capitol","0.5","0.0","0.5"
"Brookside School","Non-public","505 South Main St.","New Britain","06051","Capitol","0.0","0.0","0.0"
"Brown-Springer Academic Center","Public","505 South Main St","New Britain","06051","Capitol","0.0","0.0","0.0"
"Chamberlain Elementary School","Public","221 Farmington Ave.","New Britain","06053","Capitol","0.0","0.0","0.0"
"DiLoreto Elementary & Middle School","Public","732 Slater Rd.","New Britain","06053","Capitol","0.4","0.0","0.4"
"E. C. Goodwin Technical High School","Public","735 Slater Rd.","New Britain","06053","Capitol","0.8","0.0","0.8"
"Gaffney Elementary School","Public","322 Slater Rd.","New Britain","06053","Capitol","0.2","0.0","0.2"
"Holmes Elementary School","Public","2150 Stanley St.","New Britain","06053","Capitol","0.5","0.0","0.5"
"Hospital for Special Care","Non-public","2150 Corbin Avenue","New Britain","06053","Capitol","DNC","DNC","DNC"
"Jefferson Elementary School","Public","140 Horse Plain Rd.","New Britain","06053","Capitol","1.6","0.0","1.6"
"Lincoln Elementary School","Public","145 Steele St.","New Britain","06052","Capitol","0.0","0.0","0.0"
"New Britain High School","Public","110 Mill St.","New Britain","06051","Capitol","0.3","0.2","0.5"
"Northend Elementary School","Public","160 Bassett St.","New Britain","06051","Capitol","0.0","0.5","0.5"
"Pulaski Middle School","Public","757 Farmington Ave.","New Britain","06053","Capitol","2.1","0.1","2.3"
"Queen of the Apostles Preparatory Academy, Inc.","Non-public","30 Pendleton Rd","New Britain","06053","Capitol","DNC","DNC","DNC"
"Raymond Hill School","Non-public","345 Linwood Street","New Britain","06052","Capitol","DNC","DNC","DNC"
"Roosevelt Campus","Non-public","40 Goodwin St","New Britain","06051","Capitol","0.5","0.2","0.6"
"Slade Middle School","Public","183 Steele St.","New Britain","06052","Capitol","0.9","0.0","0.9"
"Smalley Elementary School","Public","175 West St.","New Britain","06051","Capitol","0.2","0.0","0.2"
"Smith Elementary School","Public","142 Rutherford St.","New Britain","06051","Capitol","0.2","0.2","0.4"
"Solterra Academy","Non-public","300 John Downey Drive","New Britain","06051","Capitol","DNC","DNC","DNC"
"The Catalyst Academy","Public","183 Steele St.","New Britain","06052","Capitol","0.0","0.0","0.0"
"Vance Elementary School","Public","183 Vance St.","New Britain","06052","Capitol","0.0","0.0","0.0"
"East School","Public","54 Little Brook Rd.","New Canaan","06840","Western CT","0.0","0.5","0.5"
"New Canaan Country School","Non-public","635 Frogtown Road","New Canaan","06840","Western CT","0.7","1.6","2.3"
"New Canaan High School","Public","11 Farm Rd.","New Canaan","06840","Western CT","2.5","0.2","2.8"
"Saxe Middle School","Public","468 South Ave.","New Canaan","06840","Western CT","2.0","0.2","2.1"
"South School","Public","8 Farm Rd.","New Canaan","06840","Western CT","0.6","0.4","1.0"
"St. Luke School","Non-public","377 North Wilton Rd","New Canaan","06840","Western CT","0.0","0.0","0.0"
"West School","Public","769 Ponus Ridge","New Canaan","06840","Western CT","0.2","0.2","0.4"
"New Fairfield Elementary School","Public","24 Gillotti Rd.","New Fairfield","06812","Western CT","0.3","0.2","0.5"
"New Fairfield High School","Public","54 Gillotti Rd.","New Fairfield","06812","Western CT","1.2","0.1","1.3"
"New Fairfield Middle School","Public","56 Gillotti Rd.","New Fairfield","06812","Western CT","1.0","0.0","1.0"
"Ann Antolini School","Public","30 Antolini Road","New Hartford","06057","Northwest Hills","2.0","0.4","2.4"
"Bakerville Consolidated School","Public","51 Cedar Ln.","New Hartford","06057","Northwest Hills","0.0","1.1","1.1"
"Montessori School of Greater Hartford - New Hartford","Non-public","741 Steele Rd","New Hartford","06057","Northwest Hills","DS","DS","DS"
"New Hartford Elementary School","Public","40 Wickett St.","New Hartford","06057","Northwest Hills","0.0","1.1","1.1"
"Achievement First Amistad High School","Non-public","580 Dixwell Ave","New Haven","06511","South Central","0.3","0.1","0.4"
"All Nations Christian Academy","Non-public","358 Lenox Street","New Haven","06513","South Central","DS","DS","DS"
"All Saints Catholics Academy","Non-public","423 Ferry Street","New Haven","06513","South Central","0.0","0.0","0.0"
"Amistad Academy","Public","130 Edgewood Avenue","New Haven","06511","South Central","0.1","0.0","0.1"
"ATLAS Middle School","Non-public","100 Audubon Street","New Haven","06510","South Central","DS","DS","DS"
"Augusta Lewis Troup School","Public","259 Edgewood Ave.","New Haven","06511","South Central","0.0","0.0","0.0"
"Barack H. Obama Magnet University School","Public","69 Farnham Ave","New Haven","06515","South Central","0.0","0.0","0.0"
"Barnard Environmental Magnet School","Public","170 Derby Ave.","New Haven","06511","South Central","0.6","0.2","0.9"
"Beecher School","Public","100 Jewel Street","New Haven","06511","South Central","0.9","0.0","0.9"
"Benjamin Jepson Magnet School","Public","15 Lexington Ave.","New Haven","06513","South Central","0.0","0.0","0.0"
"Betsy Ross Arts and Design Academy","Public","150 Kimberly Ave.","New Haven","06519","South Central","0.0","0.3","0.3"
"Bishop Woods Architecture and Design Magnet School","Public","1481 Quinnipiac Avenue","New Haven","06513","South Central","0.2","0.0","0.2"
"Booker T. Washington Academy","Public","804 State Street","New Haven","06511","South Central","0.2","0.0","0.2"
"Celentano BioTech, Health and Medical Magnet School","Public","400 Canner Street","New Haven","06511","South Central","0.3","0.0","0.3"
"Clinton Avenue School","Public","293 Clinton Ave.","New Haven","06513","South Central","0.0","0.5","0.5"
"Cold Spring School","Non-public","263 Chapel Street","New Haven","06513","South Central","0.0","0.0","0.0"
"Conte/West Hills Magnet School","Public","511 Chapel St.","New Haven","06511","South Central","0.4","0.2","0.6"
"Cooperative Arts And Humanities High School","Non-public","177 College St","New Haven","06510","South Central","0.0","0.0","0.0"
"Davis Academy for Arts & Design Innovation","Public","35 Davis St.","New Haven","06515","South Central","0.6","0.6","1.2"
"Dr. Reginald Mayo","Non-public","185 Goffe St","New Haven","06511","South Central","0.0","0.0","0.0"
"East Rock Community Magnet School","Public","133 Nash St.","New Haven","06511","South Central","0.2","0.0","0.2"
"Edgewood School","Public","737 Edgewood Ave.","New Haven","06515","South Central","0.7","0.2","1.0"
"Edmonds Cofield Preparatory Academy for Young Men, Inc.","Public","609 Dixwell Avenue","New Haven","06511","South Central","DNC","DNC","DNC"
"Elizabeth Ives School for Special Children, Inc.","Non-public","70 State St","New Haven","06511","South Central","DS","DS","DS"
"Elm City College Preparatory School k-8","Public","407 James Street","New Haven","06513","South Central","0.3","0.3","0.6"
"Elm City College Preparatory School-9-12","Public","407 James Street","New Haven","06513","South Central","0.8","0.0","0.8"
"Elm City Montessori School","Public","495 Blake Street","New Haven","06515","South Central","0.0","0.0","0.0"
"Fair Haven School","Public","164 Grand Ave.","New Haven","06513","South Central","0.0","0.0","0.0"
"Family Academy of Multilingual Exploration","Public","255 Blatchley Ave.","New Haven","06513","South Central","0.0","0.0","0.0"
"High School In The Community","Public","175 Water St.","New Haven","06511","South Central","0.0","0.0","0.0"
"Highville Charter School","Public","1 Science Park","New Haven","06511","South Central","0.2","0.0","0.2"
"Hill Central Music Academy","Public","140 Dewitt St.","New Haven","06519","South Central","0.5","0.2","0.7"
"Hill Regional Career High School","Public","140 Legion Ave.","New Haven","06519","South Central","0.0","6.7","6.7"
"Hopkins School","Non-public","986 Forest Road","New Haven","06515","South Central","0.0","0.0","0.0"
"James Hillhouse High School","Public","480 Sherman Parkway","New Haven","06511","South Central","0.3","0.0","0.3"
"John C. Daniels","Public","569 Congress Ave.","New Haven","06519","South Central","DNC","DNC","DNC"
"John S. Martinez Sea and Sky STEM School","Public","100 James St.","New Haven","06513","South Central","0.0","0.0","0.0"
"King/Robinson Magnet School","Public","150 Fournier St.","New Haven","06511","South Central","DNC","DNC","DNC"
"Leila Day","Non-public","100 Cold Spring St","New Haven","06511","South Central","DNC","DNC","DNC"
"Mauro-Sheridan Magnet School","Public","191 Fountain St.","New Haven","06515","South Central","0.2","0.2","0.4"
"Metropolitan Business Academy","Public","115 Water Street","New Haven","06511","South Central","0.0","0.0","0.0"
"Nathan Hale School","Public","480 Townsend Ave.","New Haven","06512","South Central","1.0","0.0","1.0"
"New Haven Academy","Public","444 Orange Street","New Haven","06511","South Central","0.3","0.0","0.3"
"Riverside Education Academy","Non-public","103 Hallock Avenue","New Haven","06519","South Central","DNC","DNC","DNC"
"Roberto Clemente Leadership Academy for Global Awareness","Public","360 Columbus Avenue","New Haven","06519","South Central","0.0","0.0","0.0"
"Ross/Woodward School","Public","185 Barnes Ave.","New Haven","06513","South Central","0.4","0.0","0.4"
"Sound School","Public","60 South Water St.","New Haven","06519","South Central","1.5","1.5","3.0"
"St. Martin de Porres Academy-New Haven","Non-public","208 Columbus Avenue","New Haven","06519","South Central","0.0","0.0","0.0"
"St. Thomas Day School","Non-public","830 Whitney Avenue","New Haven","06511","South Central","0.0","0.0","0.0"
"The Cheder","Non-public","342 Ellsworth Ave","New Haven","06511","South Central","DNC","DNC","DNC"
"The Foote School","Non-public","50 Loomis Place","New Haven","06511","South Central","0.5","0.0","0.5"
"Truman School","Public","114 Truman St.","New Haven","06519","South Central","0.0","0.0","0.0"
"Wexler/Grant - Lincoln/Bassett Community School","Public","130 Bassett St.","New Haven","06511","South Central","DNC","DNC","DNC"
"WG Academy of Exploration and Innovation","Non-public","55 Foote St.","New Haven","06511","South Central","DS","DS","DS"
"Wilbur Cross High School","Public","181 Mitchell Dr.","New Haven","06511","South Central","0.5","0.1","0.6"
"Worthington Hooker School","Public","180 Canner St.","New Haven","06511","South Central","0.4","0.0","0.4"
"Yeshivas Beis Dovid Shlomo Mesivta","Non-public","342 Ellsworth Avenue","New Haven","06511","South Central","DNC","DNC","DNC"
"Yeshivas Beis Dovid Shlomo Zal","Non-public","292 Norton Street","New Haven","06511","South Central","DNC","DNC","DNC"
"Bennie Dover Jackson Middle School","Public","36 Waller St.","New London","06320","Southeastern CT","0.4","0.4","0.8"
"C.B. Jennings International Elementary Magnet","Public","50 Mercer Street","New London","06320","Southeastern CT","0.0","0.0","0.0"
"Interdistrict School For Arts And Communication","Public","190 Governor Winthrop Blvd.","New London","06320","Southeastern CT","3.1","0.0","3.1"
"Mitchell College Children'S Learning Center","Non-public","701 Montauk Ave","New London","06320","Southeastern CT","DS","DS","DS"
"Nathan Hale Arts Magnet School","Public","37 Beech Drive","New London","06320","Southeastern CT","0.5","0.5","0.9"
"New London High School","Public","20 Chester Street","New London","06320","Southeastern CT","0.7","0.0","0.7"
"Ocean Avenue Learning Academy","Non-public","660 Ocean Avenue","New London","06320","Southeastern CT","0.0","2.1","2.1"
"Preschool Program at B.P. Learned Mission","Non-public","40 Shaw Street","New London","06320","Southeastern CT","0.0","0.0","0.0"
"Regional Multicultural Magnet School","Non-public","1 Bulkeley Place","New London","06320","Southeastern CT","0.2","0.0","0.2"
"St. Joseph-New London","Non-public","25 Squire Street","New London","06320","Southeastern CT","0.0","0.0","0.0"
"The Williams School","Non-public","182 Mohegan Avenue","New London","06320","Southeastern CT","3.2","0.0","3.2"
"Winthrop STEM Elementary Magnet School","Public","74 Grove Street","New London","06320","Southeastern CT","1.4","1.4","2.8"
"Canterbury School","Non-public","101 Aspetuck Avenue","New Milford","06776","Western CT","1.8","0.0","1.8"
"EdAdvance New Milford (Hill and Plain School","Public","60 Old Town Park Rd.","New Milford","06776","Western CT","DS","DS","DS"
"Faith Preparatory School","Non-public","600 Danbury Rd.,Suite 2","New Milford","06776","Western CT","11.4","1.1","12.6"
"Hill And Plain School","Public","60 Old Town Park Rd.","New Milford","06776","Western CT","0.0","0.3","0.3"
"New Milford High School","Public","388 Danbury Rd.","New Milford","06776","Western CT","1.3","0.5","1.8"
"Northville Elementary School","Public","22 Hipp Rd.","New Milford","06776","Western CT","0.0","0.2","0.2"
"Sarah Noble Intermediate School","Public","25 Sunny Valley Rd.","New Milford","06776","Western CT","0.7","0.0","0.7"
"Schaghticoke Middle School","Public","23 Hipp Rd.","New Milford","06776","Western CT","2.3","0.1","2.4"
"Anna Reynolds School","Public","85 Reservoir Road","Newington","06111","Capitol","0.5","0.5","1.0"
"Elizabeth Green School","Public","30 Thomas Street","Newington","06111","Capitol","0.0","0.4","0.4"
"Emmanuel Christian Academy","Non-public","569 Maple Hill Avenue","Newington","06111","Capitol","14.5","2.5","17.0"
"John Paterson School","Public","120 Church Street","Newington","06111","Capitol","0.5","0.0","0.5"
"John Wallace Middle School","Public","71 Halleran Drive","Newington","06111","Capitol","1.0","0.0","1.0"
"Martin Kellogg Middle School","Public","155 Harding Avenue","Newington","06111","Capitol","1.7","0.0","1.7"
"Newington High School","Public","605 Willard Avenue","Newington","06111","Capitol","0.8","0.2","1.1"
"Ruth Chaffee School","Public","160 Superior Avenue","Newington","06111","Capitol","0.6","0.6","1.2"
"Fraser Woods Montessori School","Non-public","173 South Main Street","Newtown","06470","Western CT","3.6","2.6","6.2"
"Hawley Elementary School","Public","29 Church Hill Rd.","Newtown","06470","Western CT","0.0","1.0","1.0"
"Head O'Meadow Elementary School","Public","94 Boggs Hill Rd.","Newtown","06470","Western CT","0.6","1.4","2.0"
"Housatonic Valley Waldorf School","Non-public","40 Dodgingtown Road","Newtown","06470","Western CT","7.2","1.6","8.8"
"Middle Gate Elementary School","Public","7 Cold Spring Rd.","Newtown","06470","Western CT","0.5","1.3","1.8"
"Newtown High School","Public","12 Berkshire Rd.","Newtown","06482","Western CT","2.3","0.3","2.5"
"Newtown Middle School","Public","11 Queen St.","Newtown","06470","Western CT","1.5","0.3","1.9"
"Reed Intermediate School","Public","3 Trades Lane","Newtown","06470","Western CT","2.4","0.2","2.6"
"Sandy Hook Elementary School","Public","12 Dickinson Drive","Newtown","06482","Western CT","0.0","0.8","0.8"
"St. Rose of Lima","Non-public","40 Church Hill Road","Newtown","06470","Western CT","2.8","3.2","6.0"
"Botelle Elementary School","Public","128 Greenwoods Rd. East","Norfolk","06058","Northwest Hills","0.0","0.0","0.0"
"Center for Autism Spectrum and Development Disorders","Public","26 Old Post Rd.","North Branford","06472","South Central","6.5","6.5","13.0"
"Jerome Harrison School","Public","335 Foxon Rd.","North Branford","06471","South Central","0.3","0.5","0.8"
"North Branford High School","Public","49 Caputo Rd.","North Branford","06471","South Central","2.8","0.0","2.8"
"North Branford Intermediate School","Public","654 Foxon Rd.","North Branford","06471","South Central","1.7","0.0","1.7"
"Totoket Valley Elementary School","Public","1388 Middletown Ave.","North Branford","06472","South Central","1.7","0.6","2.3"
"North Canaan Elementary School","Public","90 Pease Street, P.O. Box 758","North Canaan","06018","Northwest Hills","0.4","0.0","0.4"
"ACES Mill Road School","Non-public","295 Mill Road","North Haven","06473","South Central","0.0","0.0","0.0"
"Clintonville Elementary School","Public","456 Clintonville Rd.","North Haven","06473","South Central","0.0","0.6","0.6"
"Green Acres Elementary School","Public","146 Upper State St.","North Haven","06473","South Central","0.0","0.3","0.3"
"Montowese Elementary School","Public","145 Fitch St.","North Haven","06473","South Central","0.0","0.0","0.0"
"North Haven High School","Public","221 Elm Street","North Haven","06473","South Central","0.8","0.3","1.1"
"North Haven Middle School","Public","55 Bailey Rd.","North Haven","06473","South Central","2.5","0.1","2.6"
"Ridge Road Elementary School","Public","1341 Ridge Rd.","North Haven","06473","South Central","0.0","0.2","0.2"
"Village School","Non-public","31 Temple St.","North Haven","06473","South Central","0.0","1.3","1.3"
"Cornerstone Baptist Academy","Non-public","5 Rocky Hollow Road","North Stonington","06359","Southeastern CT","DS","DS","DS"
"North Stonington Christian Academy","Non-public","12 Stillman Road","North Stonington","06359","Southeastern CT","0.0","0.0","0.0"
"North Stonington Elementary School","Public","311 Norwich/Westerly Rd.","North Stonington","06359","Southeastern CT","0.8","0.0","0.8"
"Wheeler Middle.High School","Public","297 Norwich/Westerly Rd.","North Stonington","06359","Southeastern CT","1.8","0.0","1.8"
"All Saints Catholic School","Non-public","139 West Rocks Road","Norwalk","06851","Western CT","2.0","0.8","2.8"
"Breakaway Academy","Non-public","300 Wilson","Norwalk","06854","Western CT","DNC","DNC","DNC"
"Brien McMahon High School","Public","300 Highland Avenue","Norwalk","06854","Western CT","1.6","0.2","1.8"
"Brookside Elementary School","Public","382 Highland Avenue","Norwalk","06854","Western CT","0.0","0.0","0.0"
"Cajal Academy, Inc.","Public","13 Marshall St","Norwalk","06854","Western CT","DS","DS","DS"
"Concord Magnet School","Public","21 Hunters Lane","Norwalk","06850","Western CT","1.9","0.0","1.9"
"Cranbury Elementary School","Public","10 Knowalot Lane","Norwalk","06851","Western CT","1.2","0.7","2.0"
"Fox Run Elementary School","Public","228 Fillow Street","Norwalk","06850","Western CT","0.0","0.0","0.0"
"High Road School of Fairfield County","Non-public","17 North Avenue","Norwalk","06851","Western CT","0.0","0.0","0.0"
"JEFFERSON MARINE SCIENCE ELEMETARY","Public","75 Van Buren Ave","Norwalk","06850","Western CT","0.0","0.0","0.0"
"Kendall College & Career Academy","Public","57 Fillow Street","Norwalk","06850","Western CT","0.6","0.3","0.8"
"Marvin Elementary School","Public","15 Calf Pasture Beach Road","Norwalk","06855","Western CT","1.1","0.6","1.7"
"Naramake Elementary School","Public","16 King Street","Norwalk","06851","Western CT","0.6","0.3","0.9"
"Nathan Hale Middle School","Public","176 Strawberry Hill Avenue","Norwalk","06851","Western CT","1.3","0.0","1.3"
"Norwalk Early Childhood Center","Public","11 Allen Road","Norwalk","06851","Western CT","DNC","DNC","DNC"
"Norwalk High School","Public","23 Calvin Murphy Drive","Norwalk","06851","Western CT","1.2","0.1","1.3"
"Ponus Ridge Middle School","Public","21 Hunters Lane","Norwalk","06850","Western CT","1.1","0.3","1.4"
"REGINA PACIS ACADEMY","Non-public","8 Leonard St","Norwalk","06850","Western CT","4.2","0.8","5.0"
"Roton Middle School","Public","201 Highland Avenue","Norwalk","06853","Western CT","1.9","0.0","1.9"
"Rowayton School","Public","1 Roton Avenue","Norwalk","06853","Western CT","1.0","0.2","1.2"
"Side By Side Charter School","Public","10 Chestnut St.","Norwalk","06854","Western CT","0.0","0.0","0.0"
"Silvermine Dual Language Magnet School","Public","157 Perry Avenue","Norwalk","06850","Western CT","1.0","0.2","1.2"
"South Norwalk Elementary School","Public","46 Concord Street","Norwalk","06854","Western CT","0.0","0.0","0.0"
"Tracey Magnet School","Public","20 Camp Street","Norwalk","06851","Western CT","0.5","0.0","0.5"
"West Rocks Middle School","Public","81 West Rocks Road","Norwalk","06851","Western CT","1.1","1.1","2.2"
"Winston Preparatory School","Non-public","57  West Rocks Road","Norwalk","06851","Western CT","DNC","DNC","DNC"
"Wolfpit Integrated Arts Elementary School","Public","1 Starlight  Drive","Norwalk","06851","Western CT","0.8","0.3","1.1"
"Integrated Day Charter School","Public","68 Thermos Ave.","Norwich","06360","Southeastern CT","5.2","0.0","5.2"
"John B. Stanton School","Public","386 New London Tpke.","Norwich","06360","Southeastern CT","1.1","1.4","2.4"
"Kelly STEAM Magnet Middle School","Public","25 Mahan Dr.","Norwich","06360","Southeastern CT","1.4","0.0","1.4"
"Montessori Discovery School","Public","218 Dudley Street","Norwich","06360","Southeastern CT","3.8","0.0","3.8"
"Moriarty Magnet School","Public","20 Lawlor Ln.","Norwich","06360","Southeastern CT","0.0","0.0","0.0"
"Natchaug Hospital Green Valley School","Non-public","40 Connecticut Ave.","Norwich","06360","Southeastern CT","DS","DS","DS"
"Natchaug Hospital School Joshua Center Thames Valley CDT","Non-public","11A Stott Avenue","Norwich","06360","Southeastern CT","DS","DS","DS"
"Norwich Free Academy","Non-public","305 Broadway","Norwich","06360","Southeastern CT","1.4","0.0","1.5"
"Norwich Technical High School","Public","7 Mahan Drive","Norwich","06360","Southeastern CT","2.0","0.8","2.7"
"Sacred Heart School-Taftville","Non-public","15 Hunters Avenue","Norwich","06380","Southeastern CT","0.0","0.8","0.8"
"Samuel Huntington School","Public","80 West Town St.","Norwich","06360","Southeastern CT","0.6","0.3","0.8"
"St. Patrick Cathedral School","Non-public","211 Broadway","Norwich","06360","Southeastern CT","0.8","0.0","0.8"
"Teachers' Memorial Middle School","Public","15 Teachers Dr.","Norwich","06360","Southeastern CT","0.8","0.8","1.5"
"Thomas W. Mahan School","Public","94 Salem Tpke.","Norwich","06360","Southeastern CT","0.0","0.0","0.0"
"Three Rivers Middle College Magnet School","Non-public","574 New London Turnpike","Norwich","06360","Southeastern CT","2.2","0.0","2.2"
"Uncas Elementary School","Public","280 Elizabeth St.","Norwich","06360","Southeastern CT","0.9","0.0","0.9"
"Veterans' Memorial School","Public","80 Crouch Ave.","Norwich","06360","Southeastern CT","0.0","0.0","0.0"
"Wequonnoc Magnet School","Public","155 Providence St.","Norwich","06380","Southeastern CT","0.0","0.0","0.0"
"Wildwood Christian","Non-public","35 Wawecus Hill Road","Norwich","06360","Southeastern CT","8.7","0.0","8.7"
"A Collaborative Academy","Non-public","4 Davis Road West","Old Lyme","06371","Lower CT River Valley","DS","DS","DS"
"Center School","Public","49 Lyme St.","Old Lyme","06371","Lower CT River Valley","0.0","0.0","0.0"
"Lyme-Old Lyme High School","Public","69 Lyme St.","Old Lyme","06371","Lower CT River Valley","2.5","0.3","2.8"
"Lyme-Old Lyme Middle School","Public","53 Lyme St.","Old Lyme","06371","Lower CT River Valley","1.4","0.0","1.4"
"Mile Creek School","Public","205 Mile Creek Rd.","Old Lyme","06371","Lower CT River Valley","0.3","0.0","0.3"
"Kathleen E. Goodwin School","Public","80 Old Boston Post Rd.","Old Saybrook","06475","Lower CT River Valley","1.0","0.5","1.5"
"Natchaug Hospital School CDT-Shoreline","Non-public","5 Research Parkway","Old Saybrook","06475","Lower CT River Valley","DS","DS","DS"
"Old Saybrook Middle School","Public","60 Sheffield St.","Old Saybrook","06475","Lower CT River Valley","3.3","0.0","3.3"
"Old Saybrook Senior High School","Public","1111 Boston Post Rd.","Old Saybrook","06475","Lower CT River Valley","1.2","0.3","1.5"
"St. John Catholic School","Non-public","42 Maynard Road","Old Saybrook","06475","Lower CT River Valley","5.1","2.5","7.6"
"The Children's Tree Montessori School Inc.","Non-public","96 Essex Road","Old Saybrook","06475","Lower CT River Valley","0.0","0.0","0.0"
"Amity Middle School: Orange","Public","100 Ohman Ave.","Orange","06477","South Central","4.1","0.5","4.7"
"Hope Academy","Non-public","89 Marsh Hill Road","Orange","06477","South Central","0.0","0.0","0.0"
"Mary L. Tracy School","Public","650 School House Lane","Orange","06477","South Central","0.0","1.7","1.7"
"Peck Place School","Public","500 Peck Ln.","Orange","06477","South Central","2.3","0.5","2.8"
"Race Brook School","Public","107 Grannis Rd.","Orange","06477","South Central","3.2","0.3","3.5"
"Southern Connecticut Hebrew Academy","Public","261 Derby Avenue","Orange","06477","South Central","3.9","0.0","3.9"
"The Foundation School-Orange","Non-public","719 Derby Milford Road","Orange","06477","South Central","DNC","DNC","DNC"
"Turkey Hill School","Public","441 Turkey Hill Rd.","Orange","06477","South Central","0.0","0.0","0.0"
"Great Oak Elementary School","Public","50 Great Oak Road","Oxford","06478","Naugatuck Valley","5.5","0.3","5.7"
"Oxford High School","Public","61 Quaker Farms Rd.","Oxford","06478","Naugatuck Valley","3.4","0.0","3.4"
"Oxford Middle School","Public","40 Great Oak Rd.","Oxford","06478","Naugatuck Valley","6.2","0.3","6.5"
"Quaker Farms School","Public","30 Great Oak Rd.","Oxford","06478","Naugatuck Valley","0.0","0.2","0.2"
"Moosup Elementary School","Public","35 Church St.","Plainfield","06354","Northeast CT","0.9","0.4","1.3"
"Plainfield Central School","Public","75 Canterbury Rd.","Plainfield","06374","Northeast CT","1.9","0.2","2.2"
"Plainfield High School","Public","105 Putnam Road","Plainfield","06332","Northeast CT","4.1","0.4","4.5"
"Plainfield Memorial School","Public","95 Canterbury Rd.","Plainfield","06374","Northeast CT","4.0","0.3","4.3"
"Shepard Hill Elementary School","Public","234 Shepard Hill Rd.","Plainfield","06374","Northeast CT","0.3","0.5","0.8"
"Frank T. Wheeler School","Public","15 Cleverland Memorial Dr.","Plainville","06062","Capitol","1.2","0.0","1.2"
"Linden Street School","Public","69 Linden St.","Plainville","06062","Capitol","0.8","0.3","1.1"
"Louis Toffolon School","Public","145 NorthWest Dr.","Plainville","06062","Capitol","0.8","0.3","1.1"
"Middle School of Plainville","Public","150 Northwest Dr.","Plainville","06062","Capitol","5.9","0.0","5.9"
"Northwest Village School/Wheeler Clinic","Public","91 Northwest Drive","Plainville","06062","Capitol","1.3","0.0","1.3"
"Plainville High School","Public","47 Robert Holcomb Way","Plainville","06062","Capitol","2.5","0.1","2.7"
"Eli Terry Jr. Middle School","Public","21 North Main Street","Plymouth","06786","Naugatuck Valley","1.5","0.0","1.5"
"Harry S. Fisher Elementary School","Public","79 North Main Street","Plymouth","06786","Naugatuck Valley","0.8","0.4","1.1"
"Partnership Learning Academy","Non-public","77 Main Street","Plymouth","06786","Naugatuck Valley","DS","DS","DS"
"Plymouth Center School","Public","107 North Street","Plymouth","06782","Naugatuck Valley","0.0","0.9","0.9"
